test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
1,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/478357541_getSuspiciouslyNotMatchingArgsIndexes_0_basic.dot,7,7,Exponential,8.84*1.41^n,0.75 + 0.04*0.87^n + 0.09*0.92^n + 0.36*1.04^n + 8.84*1.41^n
2,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_AdditionalMatchers_and_0_basic.dot,1,1,Constant,1.,1.
3,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_AdditionalMatchers_aryEq_0_basic.dot,1,1,Constant,1.,1.
4,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_AdditionalMatchers_<clinit>_0_basic.dot,1,1,Constant,1.,1.
5,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_AdditionalMatchers_cmpEq_0_basic.dot,1,1,Constant,1.,1.
6,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_AdditionalMatchers_eq_0_basic.dot,1,1,Constant,1.,1.
7,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_AdditionalMatchers_find_0_basic.dot,1,1,Constant,1.,1.
8,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_AdditionalMatchers_geq_0_basic.dot,1,1,Constant,1.,1.
9,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_AdditionalMatchers_gt_0_basic.dot,1,1,Constant,1.,1.
10,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_AdditionalMatchers_<init>_0_basic.dot,1,1,Constant,1.,1.
11,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_AdditionalMatchers_leq_0_basic.dot,1,1,Constant,1.,1.
12,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_AdditionalMatchers_lt_0_basic.dot,1,1,Constant,1.,1.
13,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_AdditionalMatchers_not_0_basic.dot,1,1,Constant,1.,1.
14,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_AdditionalMatchers_or_0_basic.dot,1,1,Constant,1.,1.
15,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_AdditionalMatchers_reportMatcher_0_basic.dot,1,1,Constant,1.,1.
16,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_ArgumentCaptor_capture_0_basic.dot,1,1,Constant,1.,1.
17,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_ArgumentCaptor_forClass_0_basic.dot,1,1,Constant,1.,1.
18,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_ArgumentCaptor_getAllValues_0_basic.dot,1,1,Constant,1.,1.
19,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_ArgumentCaptor_getValue_0_basic.dot,1,1,Constant,1.,1.
20,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_ArgumentCaptor_<init>_0_basic.dot,1,1,Constant,1.,1.
21,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_ArgumentMatcher_describeTo_0_basic.dot,1,1,Constant,1.,1.
22,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_ArgumentMatcher_<init>_0_basic.dot,1,1,Constant,1.,1.
23,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito_given_0_basic.dot,1,1,Constant,1.,1.
24,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito_<init>_0_basic.dot,1,1,Constant,1.,1.
25,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito_willAnswer_0_basic.dot,1,1,Constant,1.,1.
26,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito_willCallRealMethod_0_basic.dot,1,1,Constant,1.,1.
27,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito_willDoNothing_0_basic.dot,1,1,Constant,1.,1.
28,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito_willReturn_0_basic.dot,1,1,Constant,1.,1.
29,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito_willThrow_0_basic.dot,1,1,Constant,1.,1.
30,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito$BDDOngoingStubbingImpl_<init>_0_basic.dot,1,1,Constant,1.,1.
31,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito$BDDOngoingStubbingImpl_willAnswer_0_basic.dot,1,1,Constant,1.,1.
32,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito$BDDOngoingStubbingImpl_willCallRealMethod_0_basic.dot,1,1,Constant,1.,1.
33,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito$BDDOngoingStubbingImpl_willReturn_0_basic.dot,1,1,Constant,1.,1.
34,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito$BDDOngoingStubbingImpl_willThrow_0_basic.dot,1,1,Constant,1.,1.
35,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito$BDDStubberImpl_given_0_basic.dot,1,1,Constant,1.,1.
36,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito$BDDStubberImpl_<init>_0_basic.dot,1,1,Constant,1.,1.
37,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito$BDDStubberImpl_willAnswer_0_basic.dot,1,1,Constant,1.,1.
38,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito$BDDStubberImpl_willNothing_0_basic.dot,1,1,Constant,1.,1.
39,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito$BDDStubberImpl_willReturn_0_basic.dot,1,1,Constant,1.,1.
40,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_BDDMockito$BDDStubberImpl_willThrow_0_basic.dot,1,1,Constant,1.,1.
41,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_configuration_DefaultMockitoConfiguration_cleansStackTrace_0_basic.dot,1,1,Constant,1.,1.
42,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_configuration_DefaultMockitoConfiguration_getAnnotationEngine_0_basic.dot,1,1,Constant,1.,1.
43,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_configuration_DefaultMockitoConfiguration_getDefaultAnswer_0_basic.dot,1,1,Constant,1.,1.
44,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_configuration_DefaultMockitoConfiguration_getReturnValues_0_basic.dot,1,1,Constant,1.,1.
45,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/FMockito35/org_mockito_configuration_DefaultMockitoConfiguration_<init>_0_basic.dot,1,1,Constant,1.,1.
