Kind,Name,AvgCyclomaticModified,AvgEssential,AvgLineBlank,AvgLineComment,CountClassCoupled,CountDeclClass,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,CountLineCode,CountLineCodeExe,CountOutput,CountPathLog,CountStmt,Cyclomatic,CyclomaticStrict,Knots,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MinEssentialKnots,AvgCyclomatic,AvgCyclomaticStrict,AvgLine,AvgLineCode,CountClassBase,CountClassDerived,CountDeclClassMethod,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodProtected,CountInput,CountLineBlank,CountLineCodeDecl,CountLineComment,CountPath,CountSemicolon,CountStmtDecl,CountStmtExe,CyclomaticModified,Essential,MaxCyclomatic,MaxCyclomaticStrict,MaxEssentialKnots,MaxNesting,PercentLackOfCohesion,SumCyclomatic,SumCyclomaticStrict,SumEssential,SumCyclomaticModified,RatioCommentToCode
Package,"(Unnamed_Package)",4,3,2,1,,3,9,1,2,,0,3,8,361,272,170,,,210,,,,10,9,,,4,4,25,21,,,9,,,6,11,0,,57,111,32,,159,95,115,,,10,10,,5,,47,47,34,47,0.12
File,"AVLTree.java",3,2,0,4,,3,0,,26,,5,6,15,632,379,264,,,275,,,,10,5,,,3,3,19,13,,,0,26,24,9,26,0,,60,54,193,,200,56,219,,,10,13,,3,,95,98,60,87,0.51
File,"AVLTreeTest.java",2,1,2,0,,1,0,,8,,0,3,5,175,128,90,,,107,,,,3,1,,,2,2,17,14,,,0,8,8,0,8,0,,29,43,18,,89,36,71,,,3,3,,2,,17,17,8,17,0.14
File,"Abs.java",1,1,0,1,,1,0,,1,,0,0,1,34,8,1,,,6,,,,1,1,,,1,1,4,3,,,0,1,1,0,1,0,,3,5,23,,4,5,1,,,1,1,,0,,1,1,1,1,2.88
File,"AbstractConvergenceChecker.java",1,1,0,5,,1,2,,5,,0,0,5,103,31,8,,,18,,,,1,1,,,1,1,8,3,,,0,4,5,2,5,0,,8,20,64,,13,12,6,,,1,1,,0,,4,4,4,4,2.06
File,"AbstractConvergenceChecker.java",1,1,0,4,,1,0,,4,,0,0,4,70,20,4,,,12,,,,1,1,,,1,1,7,3,,,0,3,4,2,4,0,,5,12,45,,8,8,4,,,1,1,,0,,3,3,3,3,2.25
File,"AbstractDifferentiableOptimizer.java",1,1,0,4,,1,0,,4,,0,0,0,91,36,5,,,21,,,,1,1,,,1,1,9,4,,,0,4,4,1,4,4,,8,26,47,,16,16,5,,,1,1,,0,,4,4,4,4,1.31
File,"AbstractDifferentiableUnivariateSolver.java",1,1,0,5,,1,0,,4,,0,0,0,84,29,6,,,16,,,,1,1,,,1,1,10,4,,,0,4,4,1,4,4,,7,18,48,,11,10,6,,,1,1,,0,,4,4,4,4,1.66
File,"AbstractFieldMatrix.java",2,1,1,2,,4,0,,70,,0,0,60,1167,791,452,,,625,,,,9,7,,,2,2,15,11,,,4,66,74,3,74,14,,150,261,227,,442,259,366,,,9,9,,3,,179,190,74,179,0.29
File,"AbstractFormat.java",1,1,0,6,,1,1,,9,,0,0,6,210,83,33,,,57,,,,4,1,,,1,1,11,5,,,4,13,13,2,13,7,,25,37,102,,39,30,27,,,4,5,,2,,18,19,13,18,1.23
File,"AbstractIntegerDistribution.java",2,1,0,8,,1,1,,9,,0,1,5,234,111,61,,,78,,,,9,5,,,2,3,18,10,,,0,9,9,2,9,3,,18,39,106,,53,35,43,,,9,14,,2,,24,30,13,24,0.95
File,"AbstractIntegerDistributionTest.java",1,1,0,0,,2,1,,10,,0,0,10,109,70,36,,,51,,,,3,3,,,1,1,5,5,,,0,10,10,3,10,0,,14,23,26,,33,24,27,,,3,3,,1,,16,17,12,16,0.37
File,"AbstractIntegrator.java",1,1,1,3,,2,0,,24,,0,0,18,423,224,108,,,169,,,,15,4,,,1,2,13,8,,,0,23,24,10,24,6,,70,88,129,,116,81,88,,,15,17,,3,,44,46,26,44,0.58
File,"AbstractLeastSquaresOptimizer.java",1,1,0,11,,1,1,,22,,0,1,11,574,211,88,,,149,,,,5,1,,,1,1,19,6,,,0,22,22,10,22,10,,37,115,326,,115,89,60,,,5,5,,2,,33,33,22,33,1.55
File,"AbstractLeastSquaresOptimizer.java",1,1,0,10,,1,0,,13,,0,1,6,277,101,41,,,78,,,,3,3,,,1,1,16,6,,,0,13,13,2,13,6,,20,51,156,,56,48,30,,,3,3,,2,,20,20,15,20,1.54
File,"AbstractLeastSquaresOptimizerAbstractTest.java",1,1,0,0,,2,1,,23,,0,0,23,523,394,279,,,244,,,,3,1,,,1,1,15,14,,,0,22,23,3,23,0,,50,165,79,,212,123,121,,,3,3,,2,,30,30,22,30,0.20
File,"AbstractLeastSquaresOptimizerAbstractTest.java",1,1,0,0,,4,0,,26,,0,0,26,617,491,369,,,239,,,,2,1,,,1,1,17,16,,,0,25,26,3,26,0,,48,178,78,,207,128,111,,,2,2,,1,,30,30,25,30,0.16
File,"AbstractLeastSquaresOptimizerTest.java",1,1,2,0,,2,0,,4,,0,0,4,126,97,64,,,60,,,,2,1,,,1,1,19,17,,,1,5,5,0,5,1,,16,57,13,,53,47,13,,,2,2,,1,,6,6,5,6,0.13
File,"AbstractLeastSquaresOptimizerTest.java",1,1,0,0,,2,0,,4,,0,0,4,99,74,46,,,59,,,,2,1,,,1,1,14,13,,,1,5,5,0,5,1,,12,42,13,,52,40,19,,,2,2,,1,,6,6,5,6,0.18
File,"AbstractLeastSquaresOptimizerTestValidation.java",3,1,7,17,,2,1,,5,,0,1,4,334,171,121,,,137,,,,8,1,,,3,3,53,29,,,0,5,5,0,5,0,,44,88,123,,115,86,51,,,8,8,,2,,18,18,5,18,0.72
File,"AbstractLeastSquaresOptimizerTestValidation.java",3,1,7,17,,2,1,,5,,0,1,4,320,157,112,,,133,,,,8,1,,,3,3,51,27,,,0,5,5,0,5,0,,44,83,123,,111,82,51,,,8,8,,2,,18,18,5,18,0.78
File,"AbstractLinearOptimizer.java",1,1,0,2,,1,1,,11,,0,0,4,163,59,17,,,42,,,,2,1,,,1,1,7,4,,,0,10,11,6,11,7,,27,31,77,,30,26,16,,,2,2,,1,,11,11,10,11,1.31
File,"AbstractListChromosome.java",1,1,0,3,,1,0,,7,,0,0,5,95,27,6,,,20,,,,1,1,,,1,1,6,3,,,0,5,7,1,7,2,,10,15,58,,14,14,6,,,1,1,,0,,5,5,5,5,2.15
File,"AbstractMultipleLinearRegression.java",2,1,0,8,,1,0,,21,,0,0,10,384,158,79,,,121,,,,9,1,,,2,2,15,7,,,0,19,21,3,21,11,,29,55,199,,81,58,63,,,9,9,,3,,41,43,19,41,1.26
File,"AbstractMultivariateRealDistribution.java",1,1,0,1,,1,0,,5,,0,0,4,71,32,11,,,24,,,,3,1,,,1,1,7,5,,,0,4,5,2,5,1,,7,15,32,,17,14,10,,,3,3,,1,,6,6,4,6,1.00
File,"AbstractParameterizable.java",1,1,0,2,,1,0,,5,,0,0,3,78,33,12,,,24,,,,3,3,,,1,1,8,5,,,0,5,5,1,5,2,,10,11,35,,12,12,12,,,3,3,,2,,9,9,7,9,1.06
File,"AbstractPolynomialSolver.java",1,1,0,4,,1,0,,5,,0,0,0,81,28,6,,,15,,,,1,1,,,1,1,8,4,,,0,5,5,1,5,5,,6,16,47,,9,9,6,,,1,1,,0,,5,5,5,5,1.68
File,"AbstractRandomGenerator.java",1,1,0,10,,1,0,,13,,0,0,13,272,79,41,,,61,,,,5,4,,,1,1,17,6,,,0,11,13,1,13,0,,18,27,175,,39,29,32,,,5,5,,3,,21,21,14,21,2.22
File,"AbstractRandomGeneratorTest.java",1,1,0,0,,1,0,,2,,0,0,1,38,12,4,,,8,,,,1,1,,,1,1,4,4,,,0,2,2,0,2,1,,5,6,21,,5,5,3,,,1,1,,0,,2,2,2,2,1.75
File,"AbstractRealDistribution.java",2,1,0,9,,2,2,,11,,0,0,8,290,129,70,,,87,,,,15,6,,,2,2,20,10,,,0,11,11,3,11,3,,24,45,137,,58,40,47,,,15,19,,5,,28,32,16,28,1.06
File,"AbstractRealDistributionTest.java",1,1,1,0,,5,2,,24,,0,0,24,211,167,117,,,119,,,,5,4,,,1,1,12,11,,,0,24,24,0,24,0,,27,41,17,,78,60,59,,,5,6,,1,,40,44,36,40,0.10
File,"AbstractRealMatrix.java",2,1,1,1,,6,1,,69,,0,0,67,981,706,409,,,572,,,,10,7,,,2,2,14,11,,,0,63,69,6,69,2,,133,235,142,,414,246,326,,,10,10,,3,,156,161,71,156,0.20
File,"AbstractRegion.java",2,1,1,4,,5,0,,38,,0,5,26,674,366,225,,,241,,,,18,7,,,2,3,16,9,,,0,36,38,5,38,7,,96,94,212,,155,91,150,,,20,27,,3,,101,117,42,93,0.58
File,"AbstractScalarDifferentiableOptimizer.java",1,1,0,7,,1,0,,5,,0,0,1,115,41,8,,,22,,,,1,1,,,1,1,12,4,,,0,5,5,1,5,4,,9,28,65,,16,17,5,,,1,1,,0,,5,5,5,5,1.59
File,"AbstractSimplex.java",2,1,0,8,,1,0,,14,,0,1,7,348,158,80,,,130,,,,10,5,,,2,2,18,9,,,1,14,15,3,15,7,,27,51,163,,90,56,74,,,10,10,,4,,39,41,18,39,1.03
