Kind,Name,AvgCyclomaticModified,AvgEssential,AvgLineBlank,AvgLineComment,CountClassCoupled,CountDeclClass,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,CountLineCode,CountLineCodeExe,CountOutput,CountPathLog,CountStmt,Cyclomatic,CyclomaticStrict,Knots,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MinEssentialKnots,AvgCyclomatic,AvgCyclomaticStrict,AvgLine,AvgLineCode,CountClassBase,CountClassDerived,CountDeclClassMethod,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodProtected,CountInput,CountLineBlank,CountLineCodeDecl,CountLineComment,CountPath,CountSemicolon,CountStmtDecl,CountStmtExe,CyclomaticModified,Essential,MaxCyclomatic,MaxCyclomaticStrict,MaxEssentialKnots,MaxNesting,PercentLackOfCohesion,SumCyclomatic,SumCyclomaticStrict,SumEssential,SumCyclomaticModified,RatioCommentToCode
File,"AbstractContinuousDistribution.java",2,2,1,9,,2,1,,6,,0,0,2,143,54,27,,,34,,,,5,4,,,2,3,26,15,,,0,3,6,0,6,4,,13,24,76,,25,20,14,,,5,6,,2,,8,9,6,8,1.41
File,"AbstractDifferenceDerivative.java",1,1,0,1,,1,0,,3,,0,1,1,47,16,4,,,12,,,,1,1,,,1,1,4,3,,,0,3,3,1,3,1,,6,8,25,,8,8,4,,,1,1,,0,,3,3,3,3,1.56
File,"AbstractDistribution.java",1,1,0,10,,1,1,,2,,0,0,1,65,18,6,,,11,,,,2,1,,,1,1,15,5,,,0,2,2,0,2,1,,6,9,41,,7,7,4,,,2,2,,1,,3,3,2,3,2.28
File,"AbstractIntegerDistribution.java",2,1,0,12,,1,1,,8,,0,0,5,192,63,35,,,42,,,,7,1,,,2,2,23,10,,,0,5,8,0,8,3,,16,19,113,,28,18,24,,,7,8,,3,,13,14,5,13,1.79
File,"AbstractRandomGenerator.java",2,1,0,12,,1,0,,11,,0,0,11,251,66,35,,,50,,,,5,4,,,2,2,19,6,,,0,9,11,1,11,0,,14,21,171,,32,22,28,,,5,5,,3,,18,18,12,18,2.59
File,"AbstractRandomGeneratorTest.java",3,1,0,2,,1,0,,5,,0,0,6,149,102,73,,,89,,,,6,1,,,3,3,18,15,,,1,6,6,1,6,0,,15,31,32,,68,38,51,,,6,6,,2,,21,22,6,21,0.31
File,"AbstractStorelessUnivariateStatistic.java",2,1,0,11,,1,1,,9,,0,0,9,168,52,23,,,37,,,,3,3,,,2,2,18,6,,,0,6,9,0,9,0,,13,18,103,,23,17,20,,,3,4,,2,,13,14,8,13,1.98
File,"AbstractUnivariateStatistic.java",3,1,3,11,,1,1,,3,,0,0,2,100,33,15,,,20,,,,6,1,,,3,3,27,13,,,0,2,3,0,3,1,,13,11,54,,12,7,13,,,6,6,,1,,7,7,2,7,1.64
File,"AbstractUnivariateStatisticTest.java",2,1,0,2,,1,0,,3,,0,0,4,91,56,34,,,43,,,,6,1,,,2,2,12,11,,,1,4,4,4,4,0,,8,15,32,,31,17,26,,,6,6,,2,,11,11,4,11,0.57
File,"Add.java",1,1,0,0,,1,0,,4,,0,0,4,56,24,6,,,17,,,,1,1,,,1,1,3,3,,,0,4,4,2,4,0,,13,13,19,,12,13,4,,,1,1,,0,,4,4,4,4,0.79
File,"BackwardDifferenceDerivative.java",1,1,0,3,,1,0,,2,,0,0,3,52,16,5,,,12,,,,1,1,,,1,1,6,3,,,1,3,3,0,3,0,,6,9,30,,8,9,3,,,1,1,,0,,3,3,3,3,1.88
File,"BeanListUnivariateImpl.java",1,1,0,5,,2,1,,8,,0,0,8,148,74,42,,,43,,,,4,4,,,1,1,15,10,,,0,8,8,1,8,0,,13,25,63,,32,25,18,,,4,4,,1,,12,12,11,12,0.85
File,"BeanListUnivariateImplTest.java",1,1,0,0,,3,0,,19,,0,0,20,227,154,96,,,122,,,,1,1,,,1,1,7,6,,,1,20,20,19,20,0,,48,73,25,,99,68,54,,,1,1,,0,,20,20,20,20,0.16
File,"BeanTransformer.java",2,1,0,3,,1,0,,5,,0,0,5,92,41,23,,,29,,,,6,1,,,2,2,10,6,,,0,5,5,2,5,0,,11,14,40,,22,14,15,,,6,6,,1,,10,10,5,10,0.98
File,"BeanTransformerTest.java",1,1,0,3,,1,0,,6,,0,0,6,93,46,26,,,35,,,,2,1,,,1,1,9,6,,,0,6,6,0,6,0,,10,23,37,,26,23,12,,,2,2,,1,,8,8,6,8,0.80
File,"Beta.java",1,1,0,9,,2,1,,3,,0,1,6,198,75,35,,,42,,,,3,1,,,1,2,19,9,,,6,9,9,0,9,2,,16,24,108,,28,20,22,,,3,9,,1,,13,22,9,13,1.44
File,"BetaTest.java",1,1,0,0,,1,0,,20,,0,2,18,118,74,25,,,49,,,,2,1,,,1,1,3,3,,,0,20,20,0,20,0,,22,28,22,,27,27,22,,,2,2,,1,,21,21,20,21,0.30
File,"BigMatrix.java",0,0,0,0,,1,0,,33,,32,0,1,353,39,0,,,36,,,,0,0,,,0,0,0,0,,,0,0,33,0,33,0,,37,38,277,,35,36,0,,,0,0,,0,,0,0,0,0,7.10
File,"BigMatrixImpl.java",3,1,0,8,,1,4,,58,,0,5,50,1318,663,424,,,593,,,,13,7,,,3,3,20,11,,,0,58,58,6,58,3,,90,171,570,,417,232,361,,,13,13,,4,,176,191,66,176,0.86
File,"BigMatrixImplTest.java",2,1,0,1,,1,0,,35,,0,1,34,825,657,507,,,477,,,,7,1,,,2,2,17,15,,,5,40,40,39,40,5,,73,204,98,,392,207,270,,,7,10,,3,,99,104,40,99,0.15
File,"BinomialDistribution.java",0,0,0,0,,1,0,,4,,4,0,0,58,7,0,,,6,,,,0,0,,,0,0,0,0,,,0,0,4,0,4,0,,4,6,47,,5,6,0,,,0,0,,0,,0,0,0,0,6.71
File,"BinomialDistributionImpl.java",1,1,0,7,,1,1,,10,,0,0,8,188,78,39,,,49,,,,3,3,,,1,1,13,6,,,0,10,10,2,10,2,,17,23,93,,31,21,28,,,3,3,,1,,17,19,12,17,1.19
File,"BinomialDistributionTest.java",1,1,0,1,,1,0,,10,,0,0,10,105,54,31,,,40,,,,1,1,,,1,1,6,5,,,0,10,10,0,10,0,,14,12,37,,29,12,28,,,1,1,,0,,10,10,10,10,0.69
File,"BisectionSolver.java",2,1,2,10,,1,1,,3,,0,0,3,106,40,21,,,29,,,,4,3,,,2,2,23,11,,,0,3,3,0,3,0,,12,14,54,,22,12,17,,,4,4,,2,,6,6,5,6,1.35
File,"BisectionSolverTest.java",1,1,3,3,,1,0,,11,,0,0,11,263,159,128,,,147,,,,1,1,,,1,1,20,13,,,0,11,11,0,11,0,,50,56,54,,135,56,91,,,1,1,,0,,11,11,11,11,0.34
File,"BrentSolver.java",5,2,2,17,,1,1,,3,,0,0,3,193,105,76,,,78,,,,14,4,,,5,6,52,33,,,0,3,3,0,3,0,,13,27,75,,61,24,54,,,14,16,,3,,16,18,6,16,0.71
File,"BrentSolverTest.java",1,1,0,22,,1,0,,4,,0,0,5,286,142,121,,,132,,,,3,1,,,1,1,49,27,,,1,5,5,0,5,0,,8,20,138,,124,20,112,,,3,3,,1,,7,7,5,7,0.97
File,"CauchyDistribution.java",0,0,0,0,,1,0,,4,,4,0,0,60,7,0,,,6,,,,0,0,,,0,0,0,0,,,0,0,4,0,4,0,,6,6,47,,5,6,0,,,0,0,,0,,0,0,0,0,6.71
File,"CauchyDistributionImpl.java",1,1,0,6,,1,1,,11,,0,0,8,195,78,42,,,54,,,,4,1,,,1,1,13,6,,,0,11,11,2,11,3,,23,22,94,,34,21,33,,,4,5,,1,,19,20,11,19,1.21
File,"CauchyDistributionTest.java",1,1,0,1,,1,0,,8,,0,0,8,96,49,28,,,32,,,,3,1,,,1,1,7,5,,,0,8,8,0,8,0,,13,15,34,,21,15,17,,,3,3,,1,,10,10,8,10,0.69
File,"CenterDifferenceDerivative.java",1,1,0,3,,1,0,,2,,0,0,3,53,17,6,,,13,,,,1,1,,,1,1,7,4,,,1,3,3,0,3,0,,6,10,30,,9,10,3,,,1,1,,0,,3,3,3,3,1.76
File,"CertifiedDataAbstractTest.java",2,1,1,1,,1,0,,7,,0,1,1,141,89,50,,,68,,,,5,1,,,2,2,14,11,,,0,6,7,3,7,5,,24,39,28,,53,39,29,,,5,6,,4,,13,14,6,13,0.31
File,"CertifiedDataTest.java",2,1,2,5,,1,0,,5,,0,1,5,169,88,58,,,67,,,,7,1,,,2,2,20,12,,,1,6,6,2,6,0,,29,26,52,,54,26,41,,,7,7,,2,,12,12,6,12,0.59
File,"ChiSquareDistributionTest.java",1,1,0,1,,1,0,,9,,0,0,8,103,52,30,,,33,,,,2,1,,,1,1,6,5,,,0,9,9,0,9,1,,14,12,37,,22,12,21,,,2,2,,1,,10,10,9,10,0.71
File,"ChiSquareFactoryTest.java",1,1,0,0,,1,0,,2,,0,0,3,41,16,5,,,12,,,,1,1,,,1,1,3,3,,,1,3,3,0,3,0,,5,8,20,,8,8,4,,,1,1,,0,,3,3,3,3,1.25
File,"ChiSquareTest.java",0,0,0,0,,1,0,,6,,6,0,0,213,16,0,,,9,,,,0,0,,,0,0,0,0,,,0,0,6,0,6,0,,8,15,189,,8,9,0,,,0,0,,0,,0,0,0,0,11.81
File,"ChiSquareTestImpl.java",2,1,0,7,,1,0,,13,,0,5,7,279,138,76,,,108,,,,5,4,,,2,3,17,10,,,0,13,13,1,13,1,,26,38,115,,71,41,67,,,5,6,,3,,36,40,22,36,0.83
File,"ChiSquareTestTest.java",2,1,2,3,,1,0,,6,,0,0,7,195,123,90,,,86,,,,6,1,,,2,2,22,16,,,1,7,7,1,7,0,,28,36,44,,68,33,53,,,6,6,,1,,17,17,7,17,0.36
File,"ChiSquaredDistribution.java",0,0,0,0,,1,0,,2,,2,0,0,46,5,0,,,4,,,,0,0,,,0,0,0,0,,,0,0,2,0,2,0,,2,4,39,,3,4,0,,,0,0,,0,,0,0,0,0,7.80
File,"ChiSquaredDistributionImpl.java",1,1,0,7,,1,1,,10,,0,2,5,177,60,25,,,39,,,,3,3,,,1,1,13,5,,,0,10,10,1,10,3,,21,21,96,,24,18,21,,,3,3,,1,,14,14,12,14,1.60
File,"CholeskySolver.java",2,1,1,10,,1,0,,8,,0,0,8,221,85,52,,,82,,,,7,1,,,2,2,20,10,,,0,8,8,2,8,0,,36,25,116,,59,31,51,,,7,7,,3,,22,22,8,22,1.36
