Kind,Name,AvgCyclomaticModified,AvgEssential,AvgLineBlank,AvgLineComment,CountClassCoupled,CountDeclClass,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,CountLineCode,CountLineCodeExe,CountOutput,CountPathLog,CountStmt,Cyclomatic,CyclomaticStrict,Knots,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MinEssentialKnots,AvgCyclomatic,AvgCyclomaticStrict,AvgLine,AvgLineCode,CountClassBase,CountClassDerived,CountDeclClassMethod,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodProtected,CountInput,CountLineBlank,CountLineCodeDecl,CountLineComment,CountPath,CountSemicolon,CountStmtDecl,CountStmtExe,CyclomaticModified,Essential,MaxCyclomatic,MaxCyclomaticStrict,MaxEssentialKnots,MaxNesting,PercentLackOfCohesion,SumCyclomatic,SumCyclomaticStrict,SumEssential,SumCyclomaticModified,RatioCommentToCode
Package,"(Unnamed_Package)",1,1,0,0,,3,2,1,15,,0,0,16,189,138,77,,,98,,,,4,4,,,1,1,7,7,,,1,,,7,16,0,,32,63,19,,72,50,48,,,4,4,,2,,25,25,22,25,0.14
File,"AbstractContinuousDistribution.java",2,2,1,9,,2,2,,6,,0,0,2,145,56,28,,,36,,,,5,4,,,2,3,25,15,,,0,3,6,0,6,4,,12,25,77,,27,22,14,,,5,6,,2,,8,9,6,8,1.38
File,"AbstractCurveFitter.java",1,1,1,5,,2,1,,13,,0,0,10,222,81,35,,,62,,,,5,1,,,1,1,11,5,,,0,11,13,4,13,3,,41,34,100,,44,32,30,,,5,6,,4,,16,17,11,16,1.23
File,"AbstractCurveFitterTest.java",1,1,0,0,,2,1,,11,,0,0,12,108,69,26,,,55,,,,2,1,,,1,1,4,4,,,1,12,12,1,12,0,,23,30,16,,37,30,25,,,2,2,,1,,16,16,12,16,0.23
File,"AbstractDifferenceDerivative.java",1,1,0,1,,1,0,,3,,0,1,1,46,16,4,,,12,,,,1,1,,,1,1,4,3,,,0,3,3,1,3,1,,6,8,24,,8,8,4,,,1,1,,0,,3,3,3,3,1.50
File,"AbstractDistribution.java",1,1,0,10,,1,1,,2,,0,0,1,68,20,7,,,12,,,,2,1,,,1,1,16,6,,,0,2,2,0,2,1,,6,10,42,,8,8,4,,,2,2,,1,,3,3,2,3,2.10
File,"AbstractEstimator.java",2,1,1,6,,1,1,,13,,0,0,8,314,134,73,,,117,,,,5,1,,,2,2,16,9,,,0,12,13,10,13,5,,41,58,139,,92,61,56,,,5,5,,3,,24,24,12,24,1.04
File,"AbstractFieldMatrix.java",2,1,1,2,,4,0,,69,,0,0,59,1140,764,444,,,582,,,,7,7,,,2,2,15,11,,,4,65,73,3,73,14,,174,243,202,,411,239,343,,,7,8,,3,,168,177,71,168,0.26
File,"AbstractFormat.java",1,1,0,6,,1,1,,9,,0,0,6,213,84,35,,,56,,,,4,1,,,1,1,11,5,,,4,13,13,2,13,7,,25,36,104,,38,29,27,,,4,5,,2,,18,19,13,18,1.24
File,"AbstractIntegerDistribution.java",2,1,0,12,,1,1,,9,,0,0,6,225,81,46,,,49,,,,7,1,,,2,2,24,11,,,0,6,9,0,9,3,,17,23,129,,32,20,29,,,7,8,,3,,16,17,6,16,1.59
File,"AbstractIntegrator.java",1,1,0,2,,2,2,,17,,0,0,14,220,115,49,,,69,,,,4,3,,,1,1,8,5,,,0,17,17,6,17,3,,36,44,69,,42,38,31,,,4,4,,2,,23,23,19,23,0.60
File,"AbstractLeastSquaresOptimizer.java",2,1,0,3,,1,2,,17,,0,0,12,346,176,86,,,146,,,,5,1,,,2,2,13,8,,,0,16,17,16,17,5,,52,72,118,,113,72,74,,,5,5,,3,,32,32,16,32,0.67
File,"AbstractLinearOptimizer.java",1,1,0,2,,1,1,,7,,0,0,4,120,48,14,,,34,,,,3,1,,,1,1,8,5,,,0,6,7,6,7,3,,23,26,49,,25,21,13,,,3,3,,2,,8,8,6,8,1.02
File,"AbstractMultipleLinearRegression.java",1,1,0,5,,1,0,,14,,0,0,6,199,82,40,,,63,,,,4,1,,,1,2,11,6,,,0,11,14,2,14,8,,19,35,98,,45,37,26,,,4,6,,2,,19,22,11,19,1.20
File,"AbstractRandomGenerator.java",2,1,0,12,,1,0,,11,,0,0,11,255,68,36,,,51,,,,5,4,,,2,2,19,6,,,0,9,11,1,11,0,,15,22,172,,33,23,28,,,5,5,,3,,18,18,12,18,2.53
File,"AbstractRandomGeneratorTest.java",3,1,0,2,,1,0,,5,,0,0,6,152,103,72,,,89,,,,6,1,,,3,3,18,15,,,1,6,6,1,6,0,,15,32,34,,67,37,52,,,6,6,,2,,21,22,6,21,0.33
File,"AbstractRealMatrix.java",2,1,1,1,,6,0,,74,,0,0,72,1070,736,433,,,567,,,,7,7,,,2,2,14,11,,,0,66,74,7,74,2,,178,232,156,,407,235,332,,,7,8,,3,,159,164,72,159,0.21
File,"AbstractScalarDifferentiableOptimizer.java",1,1,0,2,,1,2,,13,,0,0,8,187,83,26,,,60,,,,3,1,,,1,1,7,4,,,0,12,13,9,13,5,,32,44,72,,45,36,24,,,3,3,,2,,14,14,12,14,0.87
File,"AbstractStepInterpolator.java",1,1,2,6,,1,0,,22,,0,0,13,422,173,95,,,135,,,,5,1,,,1,1,16,8,,,0,18,22,9,22,9,,77,54,172,,108,46,89,,,5,5,,2,,29,29,18,29,0.99
File,"AbstractStorelessUnivariateStatistic.java",2,1,0,12,,1,0,,10,,0,0,10,182,57,22,,,37,,,,3,3,,,2,2,19,6,,,0,6,10,0,10,0,,13,23,112,,23,17,20,,,3,4,,2,,13,14,8,13,1.96
File,"AbstractUnivariateRealOptimizer.java",1,1,0,4,,1,1,,7,,0,0,2,115,44,17,,,32,,,,2,1,,,1,1,8,4,,,0,7,7,3,7,5,,15,19,56,,23,16,16,,,2,2,,1,,8,8,7,8,1.27
File,"AbstractUnivariateStatistic.java",3,1,3,11,,1,0,,4,,0,0,3,105,35,16,,,20,,,,6,1,,,3,3,28,14,,,0,2,4,0,4,1,,13,11,57,,12,7,13,,,6,6,,1,,7,7,2,7,1.63
File,"AbstractUnivariateStatisticTest.java",2,1,0,2,,1,0,,3,,0,0,4,90,56,34,,,43,,,,6,1,,,2,2,12,11,,,1,4,4,4,4,0,,8,15,31,,31,17,26,,,6,6,,2,,11,11,4,11,0.55
File,"AdamsIntegrator.java",3,1,3,6,,4,4,,13,,0,5,9,647,287,168,,,238,,,,15,6,,,3,3,26,16,,,1,14,14,12,14,0,,91,115,269,,190,110,128,,,15,15,,4,,43,43,19,43,0.94
File,"AdamsIntegratorTest.java",2,1,3,0,,1,0,,14,,0,0,14,363,281,185,,,202,,,,6,1,,,2,2,20,16,,,0,14,14,0,14,0,,66,137,16,,173,107,95,,,6,8,,3,,28,32,14,28,0.06
File,"AdaptiveStepsizeIntegrator.java",2,1,2,7,,1,1,,11,,0,0,8,336,156,86,,,104,,,,12,1,,,2,3,23,13,,,0,10,11,7,11,3,,50,55,131,,78,36,68,,,12,13,,2,,29,33,10,29,0.84
File,"Add.java",1,1,0,0,,1,0,,4,,0,0,4,55,24,6,,,17,,,,1,1,,,1,1,3,3,,,0,4,4,2,4,0,,13,13,18,,12,13,4,,,1,1,,0,,4,4,4,4,0.75
File,"AggregateSummaryStatistics.java",1,1,0,7,,2,2,,13,,0,0,13,244,61,22,,,39,,,,3,1,,,1,1,11,3,,,0,13,13,3,13,0,,25,27,158,,24,23,16,,,3,3,,0,,16,16,13,16,2.59
File,"AggregateSummaryStatisticsTest.java",1,1,2,4,,1,0,,1,,0,0,2,73,33,23,,,30,,,,1,1,,,1,1,20,13,,,1,2,2,0,2,0,,11,11,29,,27,11,19,,,1,1,,0,,2,2,2,2,0.88
File,"AllTests.java",1,1,4,0,,1,0,,0,,0,0,1,35,12,5,,,10,,,,1,1,,,1,1,11,7,,,1,1,1,0,1,0,,7,6,16,,8,6,4,,,1,1,,0,,1,1,1,1,1.33
File,"AllTests.java",1,1,4,0,,1,0,,0,,0,0,1,35,12,5,,,10,,,,1,1,,,1,1,11,7,,,1,1,1,0,1,0,,7,6,16,,8,6,4,,,1,1,,0,,1,1,1,1,1.33
File,"AllTests.java",1,1,4,0,,1,0,,0,,0,0,1,36,13,6,,,11,,,,1,1,,,1,1,12,8,,,1,1,1,0,1,0,,7,6,16,,9,6,5,,,1,1,,0,,1,1,1,1,1.23
File,"AllTests.java",1,1,0,0,,1,0,,0,,0,0,1,32,13,4,,,9,,,,1,1,,,1,1,7,7,,,1,1,1,0,1,0,,3,6,16,,7,6,3,,,1,1,,0,,1,1,1,1,1.23
File,"AllTests.java",1,1,4,0,,1,0,,0,,0,0,1,37,14,7,,,12,,,,1,1,,,1,1,13,9,,,1,1,1,0,1,0,,7,6,16,,10,6,6,,,1,1,,0,,1,1,1,1,1.14
File,"AllTests.java",1,1,4,0,,1,0,,0,,0,0,1,41,16,9,,,14,,,,1,1,,,1,1,15,11,,,1,1,1,0,1,0,,9,6,16,,12,6,8,,,1,1,,0,,1,1,1,1,1.00
File,"AllTests.java",1,1,4,0,,1,0,,0,,0,0,1,35,12,5,,,10,,,,1,1,,,1,1,11,7,,,1,1,1,0,1,0,,7,6,16,,8,6,4,,,1,1,,0,,1,1,1,1,1.33
File,"AllTests.java",1,1,4,0,,1,0,,0,,0,0,1,34,11,4,,,9,,,,1,1,,,1,1,10,6,,,1,1,1,0,1,0,,7,6,16,,7,6,3,,,1,1,,0,,1,1,1,1,1.45
File,"AllTests.java",1,1,4,0,,1,0,,0,,0,0,1,33,10,3,,,8,,,,1,1,,,1,1,9,5,,,1,1,1,0,1,0,,7,6,16,,6,6,2,,,1,1,,0,,1,1,1,1,1.60
File,"AllTests.java",1,1,4,0,,1,0,,0,,0,0,1,40,17,10,,,15,,,,1,1,,,1,1,16,12,,,1,1,1,0,1,0,,7,6,16,,13,6,9,,,1,1,,0,,1,1,1,1,0.94
File,"AllTests.java",1,1,3,0,,1,0,,0,,0,0,1,37,15,8,,,13,,,,1,1,,,1,1,13,10,,,1,1,1,0,1,0,,6,6,16,,11,6,7,,,1,1,,0,,1,1,1,1,1.07
File,"AllTests.java",1,1,4,0,,1,0,,0,,0,0,1,33,10,3,,,8,,,,1,1,,,1,1,9,5,,,1,1,1,0,1,0,,7,6,16,,6,6,2,,,1,1,,0,,1,1,1,1,1.60
File,"AllTests.java",1,1,4,0,,1,0,,0,,0,0,1,33,10,3,,,8,,,,1,1,,,1,1,9,5,,,1,1,1,0,1,0,,7,6,16,,6,6,2,,,1,1,,0,,1,1,1,1,1.60
File,"AnyMatrix.java",0,0,0,0,,1,0,,3,,3,0,0,48,6,0,,,5,,,,0,0,,,0,0,0,0,,,0,0,3,0,3,0,,7,5,35,,4,5,0,,,0,0,,0,,0,0,0,0,5.83
File,"ArgumentOutsideDomainException.java",1,1,0,7,,1,1,,1,,0,0,1,43,8,3,,,5,,,,1,1,,,1,1,11,4,,,0,1,1,0,1,0,,5,4,30,,3,4,1,,,1,1,,0,,1,1,1,1,3.75
File,"ArgumentOutsideDomainExceptionTest.java",1,1,0,0,,1,0,,1,,0,0,1,38,13,6,,,11,,,,1,1,,,1,1,8,8,,,0,1,1,0,1,0,,6,6,19,,9,6,5,,,1,1,,0,,1,1,1,1,1.46
File,"ArrayMapper.java",1,1,1,3,,1,0,,8,,0,0,8,141,56,26,,,43,,,,2,1,,,1,1,10,6,,,0,8,8,3,8,0,,28,17,57,,30,19,24,,,2,2,,1,,14,14,8,14,1.02
File,"ArrayMapperEntry.java",1,1,0,4,,1,0,,1,,0,0,1,46,9,2,,,7,,,,1,1,,,1,1,8,4,,,0,1,1,2,1,0,,9,5,28,,5,5,2,,,1,1,,0,,1,1,1,1,3.11
File,"ArrayMapperTest.java",1,1,1,0,,2,0,,12,,0,0,13,149,93,51,,,81,,,,2,1,,,1,1,7,6,,,1,13,13,5,13,0,,40,26,16,,62,29,52,,,2,2,,1,,17,17,13,17,0.17
File,"ArraySliceMappable.java",0,0,0,0,,1,0,,3,,0,0,3,81,6,0,,,5,,,,0,0,,,0,0,0,0,,,0,0,3,0,3,0,,11,5,64,,4,5,0,,,0,0,,0,,0,0,0,0,10.67
File,"BackwardDifferenceDerivative.java",1,1,0,3,,1,0,,2,,0,0,3,51,16,5,,,12,,,,1,1,,,1,1,6,3,,,1,3,3,0,3,0,,6,9,29,,8,9,3,,,1,1,,0,,3,3,3,3,1.81
File,"BasicSampledFunctionIterator.java",1,1,0,1,,1,1,,4,,0,0,4,78,28,9,,,20,,,,2,1,,,1,1,6,4,,,0,4,4,2,4,0,,19,15,31,,14,13,7,,,2,2,,1,,5,5,4,5,1.11
File,"BasicSampledFunctionIterator.java",1,1,0,1,,1,1,,3,,0,0,3,73,25,8,,,18,,,,2,1,,,1,1,7,5,,,0,3,3,2,3,0,,17,14,31,,13,12,6,,,2,2,,1,,4,4,3,4,1.24
File,"BasicSampledFunctionIteratorTest.java",1,1,1,0,,3,2,,9,,0,0,10,149,99,48,,,69,,,,3,1,,,1,1,9,8,,,1,10,10,4,10,0,,34,41,16,,49,32,37,,,3,3,,1,,17,18,10,17,0.16
File,"BasicSampledFunctionIteratorTest.java",1,1,1,0,,3,2,,11,,0,0,12,162,110,54,,,78,,,,3,1,,,1,1,8,7,,,1,12,12,5,12,0,,36,44,16,,56,35,43,,,3,3,,1,,19,20,12,19,0.15
File,"BeanListUnivariateImpl.java",1,1,0,5,,2,1,,8,,0,0,8,149,74,42,,,43,,,,4,4,,,1,1,15,10,,,0,8,8,1,8,0,,13,25,64,,32,25,18,,,4,4,,1,,12,12,11,12,0.86
File,"BeanListUnivariateImplTest.java",1,1,0,0,,3,0,,19,,0,0,20,228,154,96,,,122,,,,1,1,,,1,1,7,6,,,1,20,20,19,20,0,,48,73,26,,99,68,54,,,1,1,,0,,20,20,20,20,0.17
File,"BeanTransformer.java",2,1,0,3,,1,0,,5,,0,0,5,93,41,23,,,29,,,,6,1,,,2,2,10,6,,,0,5,5,2,5,0,,11,14,41,,22,14,15,,,6,6,,1,,10,10,5,10,1.00
File,"BeanTransformerTest.java",1,1,0,3,,1,0,,6,,0,0,6,94,46,26,,,35,,,,2,1,,,1,1,9,6,,,0,6,6,0,6,0,,10,23,38,,26,23,12,,,2,2,,1,,8,8,6,8,0.83
File,"Beta.java",1,1,0,9,,2,1,,3,,0,1,6,201,76,37,,,41,,,,3,1,,,1,2,19,9,,,6,9,9,0,9,2,,17,23,109,,27,19,22,,,3,9,,1,,13,22,9,13,1.43
File,"BetaDistribution.java",0,0,0,0,,1,0,,5,,5,0,0,61,9,0,,,8,,,,0,0,,,0,0,0,0,,,0,0,5,0,5,0,,7,8,45,,7,8,0,,,0,0,,0,,0,0,0,0,5.00
File,"BetaDistributionImpl.java",1,1,0,1,,1,1,,13,,0,1,9,162,90,43,,,61,,,,6,4,,,1,1,7,5,,,0,13,13,3,13,3,,19,30,53,,37,24,37,,,6,7,,2,,23,24,20,23,0.59
File,"BetaDistributionTest.java",1,1,1,0,,1,0,,4,,0,2,2,289,263,247,,,74,,,,3,1,,,1,1,65,64,,,0,4,4,0,4,0,,9,12,17,,66,15,59,,,3,3,,1,,7,7,4,7,0.06
File,"BetaTest.java",1,1,0,0,,1,0,,20,,0,2,18,119,74,25,,,49,,,,2,1,,,1,1,3,3,,,0,20,20,0,20,0,,22,28,23,,27,27,22,,,2,2,,1,,21,21,20,21,0.31
File,"BiDiagonalTransformer.java",6,1,3,6,,1,0,,10,,4,2,4,379,228,153,,,227,,,,15,1,,,6,6,31,21,,,0,10,10,6,10,0,,52,64,99,,170,93,134,,,15,15,,5,,64,64,10,64,0.43
File,"BiDiagonalTransformerTest.java",1,1,0,0,,1,0,,12,,0,4,9,164,122,77,,,88,,,,6,1,,,1,1,8,7,,,1,13,13,2,13,0,,24,55,18,,69,45,43,,,6,8,,4,,18,20,13,18,0.15
File,"BigFraction.java",1,1,0,11,,1,16,,53,,0,1,53,1132,375,212,,,261,,,,8,1,,,1,1,18,6,,,1,54,54,2,54,0,,101,126,657,,173,113,148,,,8,11,,2,,89,95,54,89,1.75
File,"BigFractionField.java",1,1,0,1,,2,2,,3,,0,1,3,70,20,5,,,14,,,,1,1,,,1,1,4,2,,,1,4,4,0,4,0,,11,11,39,,8,11,3,,,1,1,,0,,4,4,4,4,1.95
File,"BigFractionFormat.java",1,1,1,7,,1,1,,8,,0,0,13,290,122,68,,,83,,,,4,5,,,1,1,16,7,,,6,14,14,0,14,1,,34,43,134,,59,36,47,,,5,5,,1,,25,26,18,24,1.10
File,"BigFractionFormatTest.java",1,1,1,0,,1,0,,21,,0,0,19,321,249,180,,,190,,,,3,1,,,1,1,12,11,,,0,21,21,2,21,2,,48,74,24,,154,70,120,,,3,3,,1,,35,35,21,35,0.10
File,"BigFractionTest.java",1,1,2,0,,1,0,,24,,0,2,22,553,432,362,,,378,,,,6,1,,,1,1,20,17,,,0,24,24,0,24,0,,85,73,36,,337,74,304,,,6,6,,2,,40,41,24,40,0.08
File,"BigMatrix.java",0,0,0,0,,1,0,,29,,28,0,1,331,36,0,,,32,,,,0,0,,,0,0,0,0,,,0,0,29,0,29,0,,33,35,262,,31,32,0,,,0,0,,0,,0,0,0,0,7.28
File,"BigMatrixImpl.java",3,1,0,9,,1,4,,60,,0,4,54,1505,785,521,,,695,,,,13,7,,,3,3,22,12,,,0,60,60,6,60,2,,121,224,604,,505,289,406,,,13,13,,4,,188,189,68,188,0.77
File,"BigMatrixImplTest.java",2,1,0,1,,1,0,,34,,0,0,34,844,651,504,,,480,,,,7,1,,,2,2,17,15,,,5,39,39,39,39,5,,72,191,124,,383,190,290,,,7,10,,3,,96,101,39,96,0.19
File,"BigReal.java",1,1,0,2,,1,3,,25,,0,0,25,235,97,33,,,66,,,,3,3,,,1,1,6,3,,,0,25,25,1,25,0,,34,39,104,,38,37,29,,,3,3,,2,,27,27,27,27,1.07
File,"BigRealField.java",1,1,0,1,,2,2,,3,,0,1,3,70,20,5,,,14,,,,1,1,,,1,1,4,2,,,1,4,4,0,4,0,,11,11,39,,8,11,3,,,1,1,,0,,4,4,4,4,1.95
File,"BinomialDistribution.java",0,0,0,0,,1,0,,4,,4,0,0,56,7,0,,,6,,,,0,0,,,0,0,0,0,,,0,0,4,0,4,0,,4,6,45,,5,6,0,,,0,0,,0,,0,0,0,0,6.43
File,"BinomialDistributionImpl.java",1,1,0,7,,1,1,,10,,0,0,8,196,85,41,,,50,,,,3,3,,,1,1,13,6,,,0,10,10,2,10,2,,17,28,94,,32,22,28,,,3,3,,1,,17,19,12,17,1.11
File,"BinomialDistributionTest.java",1,1,0,1,,1,0,,10,,0,0,10,113,61,31,,,40,,,,1,1,,,1,1,6,5,,,0,10,10,0,10,0,,14,19,38,,29,12,28,,,1,1,,0,,10,10,10,10,0.62
File,"BisectionSolver.java",1,1,0,3,,1,1,,6,,0,0,6,112,54,23,,,36,,,,4,3,,,1,1,11,7,,,0,6,6,0,6,0,,14,23,44,,26,16,20,,,4,4,,2,,9,9,8,9,0.81
File,"BisectionSolverTest.java",1,1,2,2,,1,0,,12,,0,0,12,262,164,126,,,150,,,,1,1,,,1,1,18,12,,,0,12,12,0,12,0,,51,56,47,,137,55,95,,,1,1,,0,,12,12,12,12,0.29
File,"BrentMinimizerTest.java",1,1,1,0,,1,0,,4,,0,0,5,82,45,23,,,39,,,,1,1,,,1,1,8,6,,,1,5,5,0,5,0,,14,24,23,,33,24,15,,,1,1,,0,,5,5,5,5,0.51
File,"BrentOptimizer.java",5,1,3,9,,1,2,,4,,0,1,3,194,112,79,,,82,,,,19,3,,,5,7,37,25,,,0,4,4,0,4,0,,21,35,65,,64,29,53,,,19,25,,4,,22,28,6,22,0.58
File,"BrentSolver.java",4,2,2,13,,1,1,,7,,0,1,6,311,166,110,,,113,,,,13,6,,,4,4,37,22,,,0,7,7,0,7,0,,26,46,119,,83,31,82,,,13,15,,3,,29,31,15,29,0.72
File,"BrentSolver.java",5,2,5,9,,1,1,,3,,0,0,3,188,106,77,,,80,,,,13,5,,,5,6,47,33,,,0,3,3,1,3,0,,29,25,53,,66,22,58,,,14,17,,3,,16,19,7,15,0.50
File,"BrentSolverTest.java",1,1,1,17,,1,0,,7,,0,0,8,385,203,168,,,186,,,,3,1,,,1,1,41,23,,,1,8,8,0,8,0,,21,38,163,,174,37,149,,,3,3,,1,,12,12,8,12,0.80
File,"BrentSolverTest.java",1,1,0,0,,2,0,,4,,0,0,5,71,39,17,,,24,,,,3,1,,,1,1,6,6,,,1,5,5,1,5,0,,16,18,16,,16,16,8,,,3,3,,1,,8,8,5,8,0.41
File,"CardanEulerSingularityException.java",2,1,0,6,,1,1,,1,,0,0,1,44,9,2,,,6,,,,2,1,,,2,2,9,3,,,0,1,1,0,1,0,,7,6,28,,4,5,1,,,2,2,,0,,2,2,1,2,3.11
File,"CauchyDistribution.java",0,0,0,0,,1,0,,4,,4,0,0,59,7,0,,,6,,,,0,0,,,0,0,0,0,,,0,0,4,0,4,0,,6,6,46,,5,6,0,,,0,0,,0,,0,0,0,0,6.57
File,"CauchyDistributionImpl.java",1,1,0,6,,1,1,,11,,0,0,8,202,83,42,,,55,,,,4,1,,,1,1,13,6,,,0,11,11,2,11,3,,24,27,95,,35,22,33,,,4,5,,1,,19,20,11,19,1.14
File,"CauchyDistributionTest.java",1,1,0,1,,1,0,,8,,0,0,8,100,52,28,,,32,,,,3,1,,,1,1,7,5,,,0,8,8,0,8,0,,13,18,35,,21,15,17,,,3,3,,1,,10,10,8,10,0.67
File,"CenterDifferenceDerivative.java",1,1,0,3,,1,0,,2,,0,0,3,52,17,6,,,13,,,,1,1,,,1,1,7,4,,,1,3,3,0,3,0,,6,10,29,,9,10,3,,,1,1,,0,,3,3,3,3,1.71
File,"CertifiedDataAbstractTest.java",3,1,1,1,,1,0,,7,,0,1,1,156,104,61,,,76,,,,6,6,,,3,3,16,13,,,0,6,7,3,7,5,,25,40,27,,57,39,37,,,6,6,,4,,18,19,11,18,0.26
