test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
1,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/1006028670_maybeGetSingleReturnRValue_0_basic.dot,3,3,Constant,3.,3.
2,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1017156556_firstPreciserScopeKnowingConditionOutcome_0_basic.dot,1,1,Constant,1.,1.
3,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1017156556_nextPreciserScopeKnowingConditionOutcome_0_basic.dot,2,2,Constant,2.,2.
4,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1099564248_<init>_0_basic.dot,1,1,Constant,1.,1.
5,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1099564248_intersectsLocation_0_basic.dot,2,2,Constant,2.,2.
6,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1099564248_isEmpty_0_basic.dot,2,2,Constant,2.,2.
7,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1099564248_join_0_basic.dot,1,1,Constant,1.,1.
8,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1124997374_addCandidateNameReference_0_basic.dot,2,2,Constant,2.,2.
9,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1163846291_setManageClosureDependencies_0_basic.dot,1,1,Constant,1.,1.
10,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/1191139621_calculateLocationSummary_0_basic.dot,5,9,Exponential,6.22*1.35^n,0.14 + 0.05*0.91^n + 0.7000000000000001*1.17^n + 3.11*1.31^n + 6.22*1.35^n
11,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/1191139621_effectMaskForVariableReference_0_basic.dot,6,6,Constant,6.,6.
12,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/1191139621_findStorageLocationReferences_0_basic.dot,1,1,Constant,1.,1.
13,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1230318108_isGlobalFunctionDeclaration_0_basic.dot,5,5,Constant,5.,5.
14,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1230318108_processGlobalFunctionDeclaration_0_basic.dot,6,8,Constant,8.,8.
15,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1231549558_hasNext_0_basic.dot,3,3,Constant,3.,3.
16,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1231549558_<init>_0_basic.dot,1,1,Constant,1.,1.
17,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1231549558_next_0_basic.dot,1,1,Constant,1.,1.
18,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1231549558_remove_0_basic.dot,1,1,Constant,1.,1.
19,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/1242817181_caseAllType_0_basic.dot,1,1,Constant,1.,1.
20,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/1242817181_caseEnumElementType_0_basic.dot,1,1,Constant,1.,1.
21,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/1242817181_caseNoType_0_basic.dot,1,1,Constant,1.,1.
22,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/1242817181_caseUnionType_0_basic.dot,1,1,Constant,1.,1.
23,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/1242817181_caseUnknownType_0_basic.dot,1,1,Constant,1.,1.
24,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/1242817181_<init>_0_basic.dot,1,1,Constant,1.,1.
25,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1369368644_classDefiningCallsHaveSideEffects_0_basic.dot,1,1,Constant,1.,1.
26,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1369368644_<init>_0_basic.dot,1,1,Constant,1.,1.
27,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1369368644_keepSimplifiedHookExpression_0_basic.dot,8,38,Constant,38.,38.
28,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1369368644_keepSimplifiedShortCircuitExpression_0_basic.dot,3,3,Constant,3.,3.
29,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1369368644_keepSubTree_0_basic.dot,1,1,Constant,1.,1.
30,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-1369368644_simplifyShortCircuitBranch_0_basic.dot,4,6,Exponential,9.94*2.^(0.25*n),2. + 9.94*2.^(0.25*n)
31,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-138908579_jsdocContainsDeclarations_0_basic.dot,3,3,Constant,3.,3.
32,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-14247747_caseBooleanType_0_basic.dot,1,1,Constant,1.,1.
33,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-14247747_caseFunctionType_0_basic.dot,1,1,Constant,1.,1.
34,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-14247747_caseNoObjectType_0_basic.dot,1,1,Constant,1.,1.
35,/home/tuann7/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bclosure155/-14247747_caseNullType_0_basic.dot,1,1,Constant,1.,1.
