test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
1,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-101514631_firstPreciserScopeKnowingConditionOutcome_0_basic.dot,1,1,Constant,1.,1.
2,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-101514631_nextPreciserScopeKnowingConditionOutcome_0_basic.dot,2,2,Constant,2.,2.
3,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1030594328_caseBooleanType_0_basic.dot,1,1,Constant,1.,1.
4,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1030594328_caseFunctionType_0_basic.dot,1,1,Constant,1.,1.
5,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1030594328_caseNoObjectType_0_basic.dot,1,1,Constant,1.,1.
6,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1030594328_caseNullType_0_basic.dot,1,1,Constant,1.,1.
7,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1030594328_caseNumberType_0_basic.dot,1,1,Constant,1.,1.
8,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1030594328_caseObjectType_0_basic.dot,1,1,Constant,1.,1.
9,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1030594328_caseStringType_0_basic.dot,1,1,Constant,1.,1.
10,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1030594328_caseTopType_0_basic.dot,3,3,Constant,3.,3.
11,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1030594328_caseVoidType_0_basic.dot,1,1,Constant,1.,1.
12,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1030594328_<init>_0_basic.dot,1,1,Constant,1.,1.
13,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1030594328_matchesExpectation_0_basic.dot,2,2,Constant,2.,2.
14,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1031828851_tryRemoveUnconditionalBranching_0_basic.dot,12,32,Constant,32.,32.
15,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/103418260_applyCommonRestriction_0_basic.dot,3,3,Constant,3.,3.
16,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/103418260_caseFunctionType_0_basic.dot,1,1,Constant,1.,1.
17,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/103418260_caseObjectType_0_basic.dot,1,1,Constant,1.,1.
18,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/103418260_caseTopType_0_basic.dot,1,1,Constant,1.,1.
19,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/103418260_caseUnionType_0_basic.dot,1,1,Constant,1.,1.
20,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/103418260_caseUnknownType_0_basic.dot,1,1,Constant,1.,1.
21,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/103418260_<init>_0_basic.dot,1,1,Constant,1.,1.
22,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1036785242_<init>_0_basic.dot,1,1,Constant,1.,1.
23,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1036785242_visit_0_basic.dot,3,3,Constant,3.,3.
24,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1099564248_<init>_0_basic.dot,1,1,Constant,1.,1.
25,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1099564248_intersectsLocation_0_basic.dot,2,2,Constant,2.,2.
26,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1099564248_isEmpty_0_basic.dot,2,2,Constant,2.,2.
27,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1099564248_join_0_basic.dot,1,1,Constant,1.,1.
28,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1124997374_addCandidateNameReference_0_basic.dot,2,2,Constant,2.,2.
29,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1191139621_calculateLocationSummary_0_basic.dot,5,9,Exponential,6.22*1.35^n,0.14 + 0.05*0.91^n + 0.7000000000000001*1.17^n + 3.11*1.31^n + 6.22*1.35^n
30,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1191139621_effectMaskForVariableReference_0_basic.dot,6,6,Constant,6.,6.
31,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1191139621_findStorageLocationReferences_0_basic.dot,1,1,Constant,1.,1.
32,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1202785971_isGoogEventsUnlisten_0_basic.dot,7,12,Constant,12.,12.
33,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1230318108_getPrototypePropertyNameFromRValue_0_basic.dot,9,12,Constant,12.,12.
34,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1230318108_processGlobalFunctionDeclaration_0_basic.dot,6,8,Constant,8.,8.
35,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1230318108_processNonFunctionPrototypeAssign_0_basic.dot,3,3,Constant,3.,3.
36,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1231549558_hasNext_0_basic.dot,3,3,Constant,3.,3.
37,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1231549558_<init>_0_basic.dot,1,1,Constant,1.,1.
38,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1231549558_remove_0_basic.dot,1,1,Constant,1.,1.
39,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1271919035_caseBooleanType_0_basic.dot,1,1,Constant,1.,1.
40,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1271919035_caseFunctionType_0_basic.dot,1,1,Constant,1.,1.
41,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1271919035_caseNoObjectType_0_basic.dot,1,1,Constant,1.,1.
42,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1271919035_caseNullType_0_basic.dot,1,1,Constant,1.,1.
43,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1271919035_caseNumberType_0_basic.dot,1,1,Constant,1.,1.
44,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1271919035_caseObjectType_0_basic.dot,1,1,Constant,1.,1.
45,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1271919035_caseStringType_0_basic.dot,1,1,Constant,1.,1.
46,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1271919035_caseTopType_0_basic.dot,1,1,Constant,1.,1.
47,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1271919035_caseVoidType_0_basic.dot,1,1,Constant,1.,1.
48,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1271919035_<init>_0_basic.dot,1,1,Constant,1.,1.
49,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1323015632_handleDefineObjectLiteral_0_basic.dot,1,1,Constant,1.,1.
50,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1323015632_handleRequiresAndParamList_0_basic.dot,6,10,Exponential,14.870000000000001*1.3800000000000001^n,0.54 + 2.72*1.26^n + 8.290000000000001*1.35^n + 14.870000000000001*1.3800000000000001^n
51,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1323015632_moveCallbackContentToTopLevel_0_basic.dot,2,2,Constant,2.,2.
52,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-138908579_jsdocContainsDeclarations_0_basic.dot,3,3,Constant,3.,3.
53,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1498993528_getNeighborEdgesIterator_0_basic.dot,1,1,Constant,1.,1.
54,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1505485608_addAlias_0_basic.dot,1,1,Constant,1.,1.
55,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1505485608_<init>_0_basic.dot,1,1,Constant,1.,1.
56,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1529377430_failNextInt_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
57,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1529377430_getFormatSpecifierText_0_basic.dot,1,1,Constant,1.,1.
58,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1529377430_parseArgumentIndexAndFlags_0_basic.dot,9,26,Polynomial,6.*n,74. + 6.*n
59,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1529377430_parseConversionType_0_basic.dot,3,3,Constant,3.,3.
60,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1529377430_parseFormatToken_0_basic.dot,1,1,Constant,1.,1.
61,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1529377430_parsePrecision_0_basic.dot,2,2,Constant,2.,2.
62,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1529377430_unknownFormatConversionException_0_basic.dot,1,1,Constant,1.,1.
63,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1538720684_getPreciserScopeKnowingConditionOutcome_0_basic.dot,39,1243,Constant,1243.,1243.
64,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1542814499_classDefiningCallsHaveSideEffects_0_basic.dot,1,1,Constant,1.,1.
65,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1542814499_<init>_0_basic.dot,1,1,Constant,1.,1.
66,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1542814499_keepSimplifiedHookExpression_0_basic.dot,7,19,Constant,19.,19.
67,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1542814499_keepSimplifiedShortCircuitExpression_0_basic.dot,3,3,Constant,3.,3.
68,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1542814499_keepSubTree_0_basic.dot,2,2,Constant,2.,2.
69,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1542814499_simplifyShortCircuitBranch_0_basic.dot,4,6,Exponential,9.94*2.^(0.25*n),2. + 9.94*2.^(0.25*n)
70,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1634509644_caseBooleanType_0_basic.dot,1,1,Constant,1.,1.
71,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1634509644_caseFunctionType_0_basic.dot,1,1,Constant,1.,1.
72,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1634509644_caseNoObjectType_0_basic.dot,1,1,Constant,1.,1.
73,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1634509644_caseNullType_0_basic.dot,1,1,Constant,1.,1.
74,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1634509644_caseNumberType_0_basic.dot,1,1,Constant,1.,1.
75,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1634509644_caseObjectType_0_basic.dot,1,1,Constant,1.,1.
76,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1634509644_caseStringType_0_basic.dot,1,1,Constant,1.,1.
77,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1634509644_caseVoidType_0_basic.dot,1,1,Constant,1.,1.
78,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1634509644_<init>_0_basic.dot,1,1,Constant,1.,1.
79,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1640880257_minOccurrencesRequiredToAlias_0_basic.dot,1,1,Constant,1.,1.
80,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1651873940_getAnnotation_0_basic.dot,1,1,Constant,1.,1.
81,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1651873940_setAnnotation_0_basic.dot,1,1,Constant,1.,1.
82,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1652152537_getAnnotation_0_basic.dot,1,1,Constant,1.,1.
83,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1652152537_setAnnotation_0_basic.dot,1,1,Constant,1.,1.
84,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1676240734_transformSourceElements_0_basic.dot,8,14,Exponential,15.74*1.34^n,1.75 + 0.27*0.98^n + 2.05*1.1500000000000001^n + 15.74*1.34^n
85,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1718942148_hasNext_0_basic.dot,1,1,Constant,1.,1.
86,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1718942148_<init>_0_basic.dot,1,1,Constant,1.,1.
87,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1718942148_next_0_basic.dot,1,1,Constant,1.,1.
88,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1718942148_remove_0_basic.dot,1,1,Constant,1.,1.
89,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1748159025_createArgumentListFromParameterList_0_basic.dot,3,3,Exponential,4.18*2.^(0.25*n),1. + 4.18*2.^(0.25*n)
90,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1748159025_createArrayLiteralExpression_0_basic.dot,1,1,Constant,1.,1.
91,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1748159025_createAssignmentExpression_0_basic.dot,1,1,Constant,1.,1.
92,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1748159025_createAssignStateStatement_0_basic.dot,1,1,Constant,1.,1.
93,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1748159025_createConditionalExpression_0_basic.dot,1,1,Constant,1.,1.
94,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1748159025_createEmptyArrayLiteralExpression_0_basic.dot,1,1,Constant,1.,1.
95,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1748159025_createFunctionExpressionFormals_0_basic.dot,1,1,Constant,1.,1.
96,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1748159025_createIdentifierExpression_0_basic.dot,1,1,Constant,1.,1.
97,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1748159025_createMemberLookupExpression_0_basic.dot,1,1,Constant,1.,1.
98,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1748159025_createObjectLiteralExpression_0_basic.dot,1,1,Constant,1.,1.
99,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1748159025_createParameterListWithRestParams_0_basic.dot,1,1,Constant,1.,1.
100,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1748159025_createPropertyNameAssignment_0_basic.dot,1,1,Constant,1.,1.
101,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1748159025_createSpreadPatternElement_0_basic.dot,1,1,Constant,1.,1.
102,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1748159025_createVariableDeclarationList_0_basic.dot,1,1,Constant,1.,1.
103,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1753253695_calculateLocationSummary_0_basic.dot,1,1,Constant,1.,1.
104,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1928381057_maybeCollectMember_0_basic.dot,10,27,Constant,27.,27.
105,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1936002266_maybeInsertAliasDeclarationIntoParseTree_0_basic.dot,2,2,Constant,2.,2.
106,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1956536687_access$1100_0_basic.dot,1,1,Constant,1.,1.
107,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1956536687_extractDeclaration_0_basic.dot,2,2,Constant,2.,2.
108,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-1956536687_isSameClass_0_basic.dot,1,1,Constant,1.,1.
109,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1975524368_firstReferenceIsAssigningDeclaration_0_basic.dot,3,3,Constant,3.,3.
110,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1975524368_getInitializingReferenceForConstants_0_basic.dot,4,4,Polynomial,0.75*n,4.6000000000000005 + 0.75*n
111,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1975524368_isInitializingAssignmentAt_0_basic.dot,6,7,Constant,7.,7.
112,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/1975524368_isInitializingDeclarationAt_0_basic.dot,2,2,Constant,2.,2.
113,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/2021718853_caseFunctionType_0_basic.dot,1,1,Constant,1.,1.
114,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/2021718853_caseObjectType_0_basic.dot,1,1,Constant,1.,1.
115,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/2021718853_caseUnionType_0_basic.dot,1,1,Constant,1.,1.
116,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/2021718853_<init>_0_basic.dot,1,1,Constant,1.,1.
117,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-2129276973_determineGetTypeForHookOrBooleanExpr_0_basic.dot,12,12,Exponential,523.77*1.53^n,1.75 + 4.71*1.28^n + 42.160000000000004*1.43^n + 523.77*1.53^n
118,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-244466273_<init>_0_basic.dot,1,1,Constant,1.,1.
119,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-244466273_intersectsLocation_0_basic.dot,3,3,Constant,3.,3.
120,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-244466273_isEmpty_0_basic.dot,2,2,Constant,2.,2.
121,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-244466273_join_0_basic.dot,2,2,Constant,2.,2.
122,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/3715865_getPreciserScopeKnowingConditionOutcome_0_basic.dot,9,9,Constant,9.,9.
123,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/397447862_recordClassConstructorOrInterface_0_basic.dot,6,18,Polynomial,4.5*n,24. + 4.5*n
124,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/397447862_recordSuperClassPrototypePropUse_0_basic.dot,3,3,Polynomial,0.67*n,3.38 + 0.67*n
125,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-423124020_emitOptionalModuleExportsOverride_0_basic.dot,2,2,Constant,2.,2.
126,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/-423124020_getCurrentScriptNode_0_basic.dot,2,2,Polynomial,0.5*n,1. + 0.5*n
127,/home/suja/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure107/492061862_canFixupSpecializedFunctionContainingNode_0_basic.dot,2,2,Constant,2.,2.
