test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
1,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/1006028670_maybeGetSingleReturnRValue_0_basic.dot,3,3,Constant,3.,3.
2,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1017156556_firstPreciserScopeKnowingConditionOutcome_0_basic.dot,1,1,Constant,1.,1.
3,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1017156556_nextPreciserScopeKnowingConditionOutcome_0_basic.dot,2,2,Constant,2.,2.
4,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1124997374_addCandidateNameReference_0_basic.dot,2,2,Constant,2.,2.
5,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1163846291_setManageClosureDependencies_0_basic.dot,1,1,Constant,1.,1.
6,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1230318108_isGlobalFunctionDeclaration_0_basic.dot,5,5,Constant,5.,5.
7,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1230318108_processGlobalFunctionDeclaration_0_basic.dot,6,8,Constant,8.,8.
8,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1231549558_hasNext_0_basic.dot,3,3,Constant,3.,3.
9,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1231549558_<init>_0_basic.dot,1,1,Constant,1.,1.
10,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1231549558_next_0_basic.dot,1,1,Constant,1.,1.
11,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1231549558_remove_0_basic.dot,1,1,Constant,1.,1.
12,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/1242817181_caseAllType_0_basic.dot,1,1,Constant,1.,1.
13,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/1242817181_caseEnumElementType_0_basic.dot,1,1,Constant,1.,1.
14,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/1242817181_caseNoType_0_basic.dot,1,1,Constant,1.,1.
15,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/1242817181_caseUnionType_0_basic.dot,1,1,Constant,1.,1.
16,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/1242817181_caseUnknownType_0_basic.dot,1,1,Constant,1.,1.
17,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/1242817181_<init>_0_basic.dot,1,1,Constant,1.,1.
18,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1369368644_classDefiningCallsHaveSideEffects_0_basic.dot,1,1,Constant,1.,1.
19,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1369368644_<init>_0_basic.dot,1,1,Constant,1.,1.
20,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1369368644_keepSimplifiedHookExpression_0_basic.dot,8,38,Constant,38.,38.
21,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1369368644_keepSimplifiedShortCircuitExpression_0_basic.dot,3,3,Constant,3.,3.
22,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1369368644_keepSubTree_0_basic.dot,1,1,Constant,1.,1.
23,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1369368644_simplifyShortCircuitBranch_0_basic.dot,4,6,Exponential,9.94*2.^(0.25*n),2. + 9.94*2.^(0.25*n)
24,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-14247747_caseBooleanType_0_basic.dot,1,1,Constant,1.,1.
25,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-14247747_caseFunctionType_0_basic.dot,1,1,Constant,1.,1.
26,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-14247747_caseNoObjectType_0_basic.dot,1,1,Constant,1.,1.
27,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-14247747_caseNullType_0_basic.dot,1,1,Constant,1.,1.
28,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-14247747_caseNumberType_0_basic.dot,1,1,Constant,1.,1.
29,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-14247747_caseObjectType_0_basic.dot,1,1,Constant,1.,1.
30,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-14247747_caseStringType_0_basic.dot,1,1,Constant,1.,1.
31,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-14247747_caseTopType_0_basic.dot,3,3,Constant,3.,3.
32,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-14247747_caseVoidType_0_basic.dot,1,1,Constant,1.,1.
33,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-14247747_<init>_0_basic.dot,1,1,Constant,1.,1.
34,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-14247747_matchesExpectation_0_basic.dot,2,2,Constant,2.,2.
35,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1618376403_hasNonLocalSideEffect_0_basic.dot,8,10,Constant,10.,10.
36,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/168509632_caseFunctionType_0_basic.dot,1,1,Constant,1.,1.
37,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/168509632_caseObjectType_0_basic.dot,1,1,Constant,1.,1.
38,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/168509632_caseUnionType_0_basic.dot,1,1,Constant,1.,1.
39,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/168509632_<init>_0_basic.dot,1,1,Constant,1.,1.
40,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1718942148_hasNext_0_basic.dot,1,1,Constant,1.,1.
41,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1718942148_<init>_0_basic.dot,1,1,Constant,1.,1.
42,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1718942148_next_0_basic.dot,1,1,Constant,1.,1.
43,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1718942148_remove_0_basic.dot,1,1,Constant,1.,1.
44,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-182784199_getPreciserScopeKnowingConditionOutcome_0_basic.dot,39,1243,Constant,1243.,1243.
45,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/1936002266_maybeInsertAliasDeclarationIntoParseTree_0_basic.dot,2,2,Constant,2.,2.
46,/home/tuann7/Tung/PAC2/PathComplexity/scripts/cfgextractor/outputs/Bclosure147/-1956536687_access$1100_0_basic.dot,1,1,Constant,1.,1.
