test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
1,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/-101514631_firstPreciserScopeKnowingConditionOutcome_0_basic.dot,1,1,Constant,1.,1.
2,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/-101514631_nextPreciserScopeKnowingConditionOutcome_0_basic.dot,2,2,Constant,2.,2.
3,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/1030594328_caseBooleanType_0_basic.dot,1,1,Constant,1.,1.
4,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/1030594328_caseFunctionType_0_basic.dot,1,1,Constant,1.,1.
5,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/1030594328_caseNoObjectType_0_basic.dot,1,1,Constant,1.,1.
6,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/1030594328_caseNullType_0_basic.dot,1,1,Constant,1.,1.
7,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/1030594328_caseNumberType_0_basic.dot,1,1,Constant,1.,1.
8,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/1030594328_caseObjectType_0_basic.dot,1,1,Constant,1.,1.
9,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/1030594328_caseStringType_0_basic.dot,1,1,Constant,1.,1.
10,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/1030594328_caseTopType_0_basic.dot,3,3,Constant,3.,3.
11,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/1030594328_caseVoidType_0_basic.dot,1,1,Constant,1.,1.
12,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/1030594328_<init>_0_basic.dot,1,1,Constant,1.,1.
13,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/1030594328_matchesExpectation_0_basic.dot,2,2,Constant,2.,2.
14,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/1031828851_tryRemoveUnconditionalBranching_0_basic.dot,11,24,Constant,24.,24.
15,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/103418260_applyCommonRestriction_0_basic.dot,3,3,Constant,3.,3.
16,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/103418260_caseFunctionType_0_basic.dot,1,1,Constant,1.,1.
17,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/103418260_caseObjectType_0_basic.dot,1,1,Constant,1.,1.
18,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/103418260_caseTopType_0_basic.dot,1,1,Constant,1.,1.
19,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/103418260_caseUnionType_0_basic.dot,1,1,Constant,1.,1.
20,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/103418260_caseUnknownType_0_basic.dot,1,1,Constant,1.,1.
21,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/103418260_<init>_0_basic.dot,1,1,Constant,1.,1.
22,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/1036785242_<init>_0_basic.dot,1,1,Constant,1.,1.
23,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/1036785242_visit_0_basic.dot,3,3,Constant,3.,3.
24,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/-1099564248_<init>_0_basic.dot,1,1,Constant,1.,1.
25,/home/suja/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bclosure130/-1099564248_intersectsLocation_0_basic.dot,2,2,Constant,2.,2.
