test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
1,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/-1017156556_firstPreciserScopeKnowingConditionOutcome_0_basic.dot,1,1,Constant,1.,1.
2,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/-1017156556_nextPreciserScopeKnowingConditionOutcome_0_basic.dot,2,2,Constant,2.,2.
3,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/-1230318108_processGlobalFunctionDeclaration_0_basic.dot,6,8,Constant,8.,8.
4,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/-1231549558_hasNext_0_basic.dot,3,3,Constant,3.,3.
5,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/-1231549558_<init>_0_basic.dot,1,1,Constant,1.,1.
6,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/-1231549558_remove_0_basic.dot,1,1,Constant,1.,1.
7,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/1242817181_caseAllType_0_basic.dot,1,1,Constant,1.,1.
8,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/1242817181_caseEnumElementType_0_basic.dot,1,1,Constant,1.,1.
9,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/1242817181_caseNoType_0_basic.dot,1,1,Constant,1.,1.
10,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/1242817181_caseUnionType_0_basic.dot,1,1,Constant,1.,1.
11,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/1242817181_caseUnknownType_0_basic.dot,1,1,Constant,1.,1.
12,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/-1369368644_classDefiningCallsHaveSideEffects_0_basic.dot,1,1,Constant,1.,1.
13,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/-1369368644_<init>_0_basic.dot,1,1,Constant,1.,1.
14,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/-1369368644_keepSimplifiedHookExpression_0_basic.dot,8,38,Constant,38.,38.
15,/home/ashiran/Tung/PAC1/PathComplexity/scripts/cfgextractor/outputs/Bmath106/-1369368644_keepSimplifiedShortCircuitExpression_0_basic.dot,3,3,Constant,3.,3.
