test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
1,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/-101514631_firstPreciserScopeKnowingConditionOutcome_0_basic.dot,1,1,Constant,1.,1.
2,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/-101514631_nextPreciserScopeKnowingConditionOutcome_0_basic.dot,2,2,Constant,2.,2.
3,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1030594328_caseBooleanType_0_basic.dot,1,1,Constant,1.,1.
4,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1030594328_caseFunctionType_0_basic.dot,1,1,Constant,1.,1.
5,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1030594328_caseNoObjectType_0_basic.dot,1,1,Constant,1.,1.
6,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1030594328_caseNullType_0_basic.dot,1,1,Constant,1.,1.
7,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1030594328_caseNumberType_0_basic.dot,1,1,Constant,1.,1.
8,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1030594328_caseObjectType_0_basic.dot,1,1,Constant,1.,1.
9,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1030594328_caseStringType_0_basic.dot,1,1,Constant,1.,1.
10,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1030594328_caseTopType_0_basic.dot,3,3,Constant,3.,3.
11,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1030594328_caseVoidType_0_basic.dot,1,1,Constant,1.,1.
12,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1030594328_<init>_0_basic.dot,1,1,Constant,1.,1.
13,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1030594328_matchesExpectation_0_basic.dot,2,2,Constant,2.,2.
14,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/103418260_applyCommonRestriction_0_basic.dot,3,3,Constant,3.,3.
15,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/103418260_caseFunctionType_0_basic.dot,1,1,Constant,1.,1.
16,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/103418260_caseObjectType_0_basic.dot,1,1,Constant,1.,1.
17,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/103418260_caseTopType_0_basic.dot,1,1,Constant,1.,1.
18,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/103418260_caseUnionType_0_basic.dot,1,1,Constant,1.,1.
19,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/103418260_caseUnknownType_0_basic.dot,1,1,Constant,1.,1.
20,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/103418260_<init>_0_basic.dot,1,1,Constant,1.,1.
21,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1036785242_<init>_0_basic.dot,1,1,Constant,1.,1.
22,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1036785242_visit_0_basic.dot,3,3,Constant,3.,3.
23,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/-1099564248_<init>_0_basic.dot,1,1,Constant,1.,1.
24,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/-1099564248_intersectsLocation_0_basic.dot,2,2,Constant,2.,2.
25,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/-1099564248_isEmpty_0_basic.dot,2,2,Constant,2.,2.
26,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/-1099564248_join_0_basic.dot,1,1,Constant,1.,1.
27,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1191139621_effectMaskForVariableReference_0_basic.dot,6,6,Constant,6.,6.
28,/home/ashiran/Tung/PAC/PathComplexity/scripts/cfgextractor/outputs/Bmath15/1191139621_findStorageLocationReferences_0_basic.dot,1,1,Constant,1.,1.
