Kind,Name,AvgCyclomaticModified,AvgEssential,AvgLineBlank,AvgLineComment,CountClassCoupled,CountDeclClass,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,CountLineCode,CountLineCodeExe,CountOutput,CountPathLog,CountStmt,Cyclomatic,CyclomaticStrict,Knots,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MinEssentialKnots,AvgCyclomatic,AvgCyclomaticStrict,AvgLine,AvgLineCode,CountClassBase,CountClassDerived,CountDeclClassMethod,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodProtected,CountInput,CountLineBlank,CountLineCodeDecl,CountLineComment,CountPath,CountSemicolon,CountStmtDecl,CountStmtExe,CyclomaticModified,Essential,MaxCyclomatic,MaxCyclomaticStrict,MaxEssentialKnots,MaxNesting,PercentLackOfCohesion,SumCyclomatic,SumCyclomaticStrict,SumEssential,SumCyclomaticModified,RatioCommentToCode
File,"AbstractConverter.java",1,1,0,9,,1,0,,9,,0,0,8,161,39,10,,,28,,,,2,1,,,1,1,12,3,,,0,9,9,0,9,1,,12,20,110,,18,19,9,,,2,2,,0,,10,10,9,10,2.82
File,"AbstractDateTime.java",1,1,0,6,,1,0,,24,,0,0,23,328,102,38,,,71,,,,2,1,,,1,1,10,3,,,0,24,24,0,24,1,,28,39,198,,42,37,34,,,2,2,,1,,28,28,24,28,1.94
File,"AbstractDuration.java",2,1,0,8,,1,0,,10,,0,0,9,206,79,40,,,57,,,,5,3,,,2,2,15,6,,,0,10,10,0,10,1,,14,26,113,,37,25,32,,,5,5,,1,,21,21,14,21,1.43
File,"AbstractInstant.java",1,1,0,7,,1,0,,29,,0,0,28,442,148,62,,,103,,,,4,4,,,1,1,11,4,,,0,29,29,0,29,1,,36,55,258,,64,54,49,,,4,4,,1,,38,39,34,38,1.74
File,"AbstractInterval.java",1,1,0,10,,1,0,,27,,0,0,25,509,162,81,,,116,,,,3,3,,,1,1,15,5,,,0,27,27,0,27,2,,30,60,317,,77,60,56,,,3,5,,1,,38,46,29,38,1.96
File,"AbstractPartial.java",2,1,0,9,,1,0,,21,,0,0,16,415,160,79,,,130,,,,8,6,,,2,2,16,7,,,0,20,21,0,21,5,,24,44,231,,83,52,78,,,8,8,,2,,46,47,33,46,1.44
File,"AbstractPartialFieldProperty.java",1,1,0,7,,1,0,,24,,0,0,22,360,111,51,,,78,,,,4,3,,,1,1,12,4,,,0,21,24,0,24,2,,28,38,221,,48,38,40,,,4,5,,1,,29,31,27,29,1.99
File,"AbstractPeriod.java",1,1,0,7,,1,0,,14,,0,0,13,246,88,39,,,70,,,,6,6,,,1,1,13,5,,,0,14,14,0,14,1,,17,29,141,,45,32,38,,,6,7,,2,,24,25,19,24,1.60
File,"AbstractReadableInstantFieldProperty.java",1,1,0,7,,1,1,,32,,0,0,30,474,150,67,,,104,,,,4,3,,,1,1,12,4,,,0,30,32,0,32,2,,38,54,286,,63,54,50,,,4,5,,1,,40,42,36,40,1.91
File,"AgeCalculator.java",1,1,1,0,,7,8,,21,,4,9,11,360,284,180,,,213,,,,4,1,,,1,1,11,10,,,3,24,24,9,24,0,,52,93,24,,175,95,118,,,11,11,,2,,42,42,24,35,0.08
File,"AssembledChronology.java",2,1,0,0,,2,1,,47,,1,4,40,565,433,183,,,310,,,,41,1,,,2,2,7,7,,,2,48,49,73,49,4,,70,150,62,,219,142,168,,,41,46,,1,,129,137,48,129,0.14
File,"BaseChronology.java",1,1,0,6,,1,1,,50,,0,0,49,680,255,113,,,184,,,,7,1,,,1,1,11,5,,,0,46,50,0,50,1,,55,96,371,,120,93,91,,,7,7,,3,,63,65,46,63,1.45
File,"BaseDateTime.java",1,1,0,9,,1,1,,17,,0,0,13,332,105,33,,,59,,,,1,1,,,1,1,14,5,,,0,17,17,2,17,4,,23,60,204,,41,34,25,,,1,1,,0,,17,17,17,17,1.94
File,"BaseDateTimeField.java",1,1,0,12,,1,0,,51,,0,0,49,1006,311,172,,,228,,,,12,10,,,1,1,18,6,,,0,44,51,1,51,2,,67,93,643,,146,92,136,,,12,12,,3,,81,81,65,81,2.07
File,"BaseDuration.java",1,1,0,9,,1,1,,15,,0,0,10,272,74,26,,,54,,,,2,1,,,1,1,13,3,,,0,15,15,1,15,5,,21,35,177,,37,33,21,,,2,2,,1,,16,16,15,16,2.39
File,"BaseDurationField.java",1,1,0,4,,1,1,,12,,0,0,11,168,57,23,,,40,,,,3,3,,,1,1,8,4,,,0,12,12,1,12,1,,18,21,94,,24,21,19,,,3,3,,1,,15,15,14,15,1.65
File,"BaseInterval.java",1,1,0,7,,1,1,,11,,0,0,3,254,115,68,,,93,,,,4,1,,,1,1,16,8,,,0,11,11,3,11,8,,17,39,122,,76,37,56,,,4,4,,1,,17,18,11,17,1.06
