test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
1,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1017156556_firstPreciserScopeKnowingConditionOutcome_0_basic.dot,1,1,Constant,1.,1.
2,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1017156556_nextPreciserScopeKnowingConditionOutcome_0_basic.dot,2,2,Constant,2.,2.
3,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1099564248_<init>_0_basic.dot,1,1,Constant,1.,1.
4,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1099564248_intersectsLocation_0_basic.dot,2,2,Constant,2.,2.
5,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1099564248_isEmpty_0_basic.dot,2,2,Constant,2.,2.
6,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1099564248_join_0_basic.dot,1,1,Constant,1.,1.
7,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1124997374_addCandidateNameReference_0_basic.dot,2,2,Constant,2.,2.
8,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/1191139621_calculateLocationSummary_0_basic.dot,5,9,Exponential,6.22*1.35^n,0.14 + 0.05*0.91^n + 0.7000000000000001*1.17^n + 3.11*1.31^n + 6.22*1.35^n
9,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/1191139621_effectMaskForVariableReference_0_basic.dot,6,6,Constant,6.,6.
10,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/1191139621_findStorageLocationReferences_0_basic.dot,1,1,Constant,1.,1.
11,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1230318108_processGlobalFunctionDeclaration_0_basic.dot,6,8,Constant,8.,8.
12,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1231549558_hasNext_0_basic.dot,3,3,Constant,3.,3.
13,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/1242817181_caseAllType_0_basic.dot,1,1,Constant,1.,1.
14,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/1242817181_caseEnumElementType_0_basic.dot,1,1,Constant,1.,1.
15,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/1242817181_caseNoType_0_basic.dot,1,1,Constant,1.,1.
16,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/1242817181_caseUnionType_0_basic.dot,1,1,Constant,1.,1.
17,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/1242817181_caseUnknownType_0_basic.dot,1,1,Constant,1.,1.
18,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1369368644_classDefiningCallsHaveSideEffects_0_basic.dot,1,1,Constant,1.,1.
19,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1369368644_<init>_0_basic.dot,1,1,Constant,1.,1.
20,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1369368644_keepSimplifiedHookExpression_0_basic.dot,8,38,Constant,38.,38.
21,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1369368644_keepSimplifiedShortCircuitExpression_0_basic.dot,3,3,Constant,3.,3.
22,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1369368644_keepSubTree_0_basic.dot,1,1,Constant,1.,1.
23,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1369368644_simplifyShortCircuitBranch_0_basic.dot,4,6,Exponential,9.94*2.^(0.25*n),2. + 9.94*2.^(0.25*n)
24,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-138908579_jsdocContainsDeclarations_0_basic.dot,3,3,Constant,3.,3.
25,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-14247747_caseBooleanType_0_basic.dot,1,1,Constant,1.,1.
26,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-14247747_caseFunctionType_0_basic.dot,1,1,Constant,1.,1.
27,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-14247747_caseNoObjectType_0_basic.dot,1,1,Constant,1.,1.
28,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-14247747_caseNullType_0_basic.dot,1,1,Constant,1.,1.
29,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-14247747_caseNumberType_0_basic.dot,1,1,Constant,1.,1.
30,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-14247747_caseObjectType_0_basic.dot,1,1,Constant,1.,1.
31,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-14247747_caseStringType_0_basic.dot,1,1,Constant,1.,1.
32,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-14247747_caseTopType_0_basic.dot,3,3,Constant,3.,3.
33,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-14247747_caseVoidType_0_basic.dot,1,1,Constant,1.,1.
34,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-14247747_<init>_0_basic.dot,1,1,Constant,1.,1.
35,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-14247747_matchesExpectation_0_basic.dot,2,2,Constant,2.,2.
36,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Fclosure56/-1498993528_getNeighborEdgesIterator_0_basic.dot,1,1,Constant,1.,1.
