test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
1,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/987268547_checkName_0_basic.dot,2,2,Constant,2.,2.
2,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/987268547_getException_0_basic.dot,1,1,Constant,1.,1.
3,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/987268547_getInitializer_0_basic.dot,1,1,Constant,1.,1.
4,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/987268547_getResultObject_0_basic.dot,1,1,Constant,1.,1.
5,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/987268547_initializerNames_0_basic.dot,1,1,Constant,1.,1.
6,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/987268547_isException_0_basic.dot,1,1,Constant,1.,1.
7,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/org_apache_commons_lang3_ArrayUtils_add_0_basic.dot,6,6,Constant,6.,6.
8,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/org_apache_commons_lang3_ArrayUtils_addAll_0_basic.dot,3,3,Constant,3.,3.
9,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/org_apache_commons_lang3_ArrayUtils_<clinit>_0_basic.dot,1,1,Constant,1.,1.
10,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/org_apache_commons_lang3_ArrayUtils_clone_0_basic.dot,2,2,Constant,2.,2.
11,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/org_apache_commons_lang3_ArrayUtils_contains_0_basic.dot,2,2,Constant,2.,2.
12,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/org_apache_commons_lang3_ArrayUtils_copyArrayGrow1_0_basic.dot,2,2,Constant,2.,2.
13,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/org_apache_commons_lang3_ArrayUtils_getLength_0_basic.dot,2,2,Constant,2.,2.
14,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/org_apache_commons_lang3_ArrayUtils_indexOf_0_basic.dot,5,7,Polynomial,1.33*n,9.38 + 1.33*n
15,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/org_apache_commons_lang3_ArrayUtils_<init>_0_basic.dot,1,1,Constant,1.,1.
16,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang35/org_apache_commons_lang3_ArrayUtils_isEmpty_0_basic.dot,3,3,Constant,3.,3.
