test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
1,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/987268547_checkName_0_basic.dot,2,2,Constant,2.,2.
2,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/987268547_getException_0_basic.dot,1,1,Constant,1.,1.
3,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/987268547_getInitializer_0_basic.dot,1,1,Constant,1.,1.
4,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/987268547_getResultObject_0_basic.dot,1,1,Constant,1.,1.
5,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/987268547_initializerNames_0_basic.dot,1,1,Constant,1.,1.
6,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/987268547_isException_0_basic.dot,1,1,Constant,1.,1.
7,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/987268547_isSuccessful_0_basic.dot,1,1,Constant,1.,1.
8,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_AnnotationUtils_annotationArrayMemberEquals_0_basic.dot,4,4,Polynomial,0.67*n,5.05 + 0.67*n
9,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_AnnotationUtils_arrayMemberEquals_0_basic.dot,10,10,Constant,10.,10.
10,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_AnnotationUtils_arrayMemberHash_0_basic.dot,9,9,Constant,9.,9.
11,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_AnnotationUtils_<clinit>_0_basic.dot,1,1,Constant,1.,1.
12,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_AnnotationUtils_equals_0_basic.dot,11,11,Exponential,25.45*1.32^n,5.45 + 0.1*0.87^n + 25.45*1.32^n
13,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_AnnotationUtils_hashCode_0_basic.dot,5,5,Polynomial,0.67*n,6.71 + 0.67*n
14,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_AnnotationUtils_hashMember_0_basic.dot,3,3,Constant,3.,3.
15,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_AnnotationUtils_<init>_0_basic.dot,1,1,Constant,1.,1.
16,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_AnnotationUtils_isValidAnnotationMemberType_0_basic.dot,8,13,Constant,13.,13.
17,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_AnnotationUtils_memberEquals_0_basic.dot,6,6,Constant,6.,6.
18,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_AnnotationUtils_toString_0_basic.dot,5,5,Exponential,5.91*2.^(0.25*n),1. + 5.91*2.^(0.25*n)
19,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_AnnotationUtils$1_appendDetail_0_basic.dot,2,2,Constant,2.,2.
20,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_AnnotationUtils$1_getShortClassName_0_basic.dot,4,6,Polynomial,1.33*n,7.4399999999999995 + 1.33*n
21,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_AnnotationUtils$1_<init>_0_basic.dot,1,1,Constant,1.,1.
22,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_add_0_basic.dot,6,6,Constant,6.,6.
23,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_addAll_0_basic.dot,3,3,Constant,3.,3.
24,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_<clinit>_0_basic.dot,1,1,Constant,1.,1.
25,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_clone_0_basic.dot,2,2,Constant,2.,2.
26,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_contains_0_basic.dot,2,2,Constant,2.,2.
27,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_copyArrayGrow1_0_basic.dot,2,2,Constant,2.,2.
28,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_getLength_0_basic.dot,2,2,Constant,2.,2.
29,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_hashCode_0_basic.dot,1,1,Constant,1.,1.
30,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_indexOf_0_basic.dot,5,7,Polynomial,1.33*n,9.38 + 1.33*n
31,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_<init>_0_basic.dot,1,1,Constant,1.,1.
32,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_isEmpty_0_basic.dot,3,3,Constant,3.,3.
33,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_isEquals_0_basic.dot,1,1,Constant,1.,1.
34,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_isNotEmpty_0_basic.dot,3,3,Constant,3.,3.
35,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_isSameLength_0_basic.dot,10,40,Constant,40.,40.
36,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_isSameType_0_basic.dot,3,3,Constant,3.,3.
37,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_lastIndexOf_0_basic.dot,6,8,Polynomial,1.33*n,11.71 + 1.33*n
38,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_nullToEmpty_0_basic.dot,3,3,Constant,3.,3.
39,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_remove_0_basic.dot,4,4,Constant,4.,4.
40,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_removeElement_0_basic.dot,2,2,Constant,2.,2.
41,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Flang19/org_apache_commons_lang3_ArrayUtils_reverse_0_basic.dot,3,3,Polynomial,0.5*n,3. + 0.5*n
