Kind,Name,AvgCyclomaticModified,AvgEssential,AvgLineBlank,AvgLineComment,CountClassCoupled,CountDeclClass,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,CountLineCode,CountLineCodeExe,CountOutput,CountPathLog,CountStmt,Cyclomatic,CyclomaticStrict,Knots,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MinEssentialKnots,AvgCyclomatic,AvgCyclomaticStrict,AvgLine,AvgLineCode,CountClassBase,CountClassDerived,CountDeclClassMethod,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodProtected,CountInput,CountLineBlank,CountLineCodeDecl,CountLineComment,CountPath,CountSemicolon,CountStmtDecl,CountStmtExe,CyclomaticModified,Essential,MaxCyclomatic,MaxCyclomaticStrict,MaxEssentialKnots,MaxNesting,PercentLackOfCohesion,SumCyclomatic,SumCyclomaticStrict,SumEssential,SumCyclomaticModified,RatioCommentToCode
File,"AbstractConcurrentInitializerTest.java",2,1,1,4,,2,0,,5,,0,0,4,115,53,24,,,41,,,,4,1,,,2,2,18,12,,,0,4,5,1,5,1,,11,25,51,,28,24,17,,,4,4,,1,,10,10,4,10,0.96
File,"AbstractExceptionContextTest.java",1,1,2,0,,2,2,,9,,0,0,8,176,118,82,,,99,,,,1,1,,,1,1,13,11,,,0,9,9,1,9,1,,39,34,19,,88,31,68,,,1,1,,0,,9,9,9,9,0.16
File,"AggregateTranslator.java",2,2,0,5,,1,0,,2,,0,0,2,60,20,6,,,15,,,,3,3,,,2,2,11,6,,,0,2,2,1,2,0,,7,10,33,,9,10,5,,,3,3,,2,,4,4,4,4,1.65
File,"Ambig.java",0,0,0,0,,1,0,,0,,0,0,0,23,3,0,,,2,,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,1,2,19,,1,2,0,,,0,0,,0,,0,0,0,0,6.33
File,"AnnotationUtils.java",5,4,0,8,,2,2,,3,,0,5,5,371,217,138,,,150,,,,10,10,,,5,5,23,15,,,9,12,12,0,12,2,,18,32,137,,89,38,112,,,10,11,,4,,60,67,50,60,0.63
File,"AnnotationUtilsTest.java",1,1,0,0,,5,0,,60,,46,0,14,507,460,63,,,146,,,,4,4,,,1,1,7,7,,,0,14,58,13,60,0,,27,389,20,,124,103,43,,,4,7,,1,,19,22,17,19,0.04
File,"ArrayUtils.java",2,1,0,15,,1,20,,1,,0,5,218,5796,2046,1247,,,1589,,,,10,9,,,2,3,24,9,,,222,223,223,0,223,0,,245,453,3512,,975,522,1067,,,10,10,,3,,603,726,424,603,1.72
File,"ArrayUtilsAddTest.java",3,1,3,1,,1,0,,13,,0,0,13,610,507,416,,,400,,,,25,1,,,3,3,42,37,,,0,13,13,0,13,0,,60,80,43,,359,65,335,,,25,25,,1,,40,40,13,40,0.08
File,"ArrayUtilsRemoveMultipleTest.java",1,1,0,0,,1,0,,55,,0,0,55,1045,945,752,,,831,,,,1,1,,,1,1,16,16,,,0,55,55,0,55,0,,79,156,21,,775,98,733,,,1,1,,0,,55,55,55,55,0.02
File,"ArrayUtilsRemoveTest.java",2,1,0,0,,1,0,,19,,0,0,19,487,441,353,,,372,,,,4,1,,,2,2,21,21,,,0,19,19,0,19,0,,25,69,21,,325,47,325,,,4,4,,1,,46,46,19,46,0.05
File,"ArrayUtilsTest.java",1,1,2,0,,2,0,,153,,0,2,152,2917,2268,1933,,,1671,,,,4,1,,,1,1,17,14,,,1,154,154,0,154,0,,474,506,175,,1500,494,1177,,,4,4,,1,,170,170,154,170,0.08
File,"AtomicInitializer.java",3,1,2,10,,1,0,,2,,0,0,1,106,16,7,,,12,,,,3,1,,,3,3,22,10,,,0,1,2,1,2,1,,6,7,84,,8,7,5,,,3,3,,2,,3,3,1,3,5.25
File,"AtomicInitializerTest.java",1,1,0,2,,2,0,,2,,0,0,0,39,12,5,,,6,,,,1,1,,,1,1,8,5,,,0,2,2,0,2,2,,1,4,26,,3,4,2,,,1,1,,0,,2,2,2,2,2.17
File,"AtomicSafeInitializer.java",3,1,2,7,,1,0,,2,,0,0,1,96,18,6,,,12,,,,3,1,,,3,3,18,9,,,0,1,2,2,2,1,,7,10,71,,8,8,4,,,3,3,,2,,3,3,1,3,3.94
File,"AtomicSafeInitializerTest.java",1,1,0,2,,2,0,,4,,0,0,2,78,33,8,,,19,,,,1,1,,,1,1,6,4,,,0,4,4,2,4,2,,9,20,36,,13,13,6,,,1,1,,0,,4,4,4,4,1.09
File,"BackgroundInitializer.java",1,1,0,9,,2,0,,15,,0,2,8,333,91,38,,,61,,,,3,1,,,1,1,14,5,,,0,14,15,4,15,5,,26,30,217,,38,28,33,,,3,3,,2,,21,21,14,21,2.38
File,"BackgroundInitializerTest.java",1,1,0,3,,3,0,,20,,0,1,18,294,185,117,,,136,,,,3,1,,,1,1,12,9,,,0,20,20,3,20,1,,24,60,85,,102,57,79,,,3,3,,2,,30,30,20,30,0.46
File,"Bar.java",0,0,0,0,,1,1,,0,,0,0,0,24,4,1,,,3,,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,1,3,19,,2,3,0,,,0,0,,0,,0,0,0,0,4.75
File,"BasicThreadFactory.java",1,1,0,7,,2,0,,16,,0,2,14,381,115,54,,,83,,,,5,1,,,1,1,13,5,,,0,16,16,11,16,0,,39,38,227,,57,36,47,,,5,5,,1,,24,24,16,24,1.97
File,"BasicThreadFactoryTest.java",1,1,0,3,,1,1,,18,,0,2,16,302,197,128,,,149,,,,3,1,,,1,1,12,9,,,0,18,18,1,18,0,,23,100,82,,128,79,70,,,3,3,,1,,20,20,18,20,0.42
File,"BitField.java",1,1,0,9,,1,0,,18,,0,0,18,283,68,25,,,47,,,,3,1,,,1,1,13,3,,,0,18,18,2,18,0,,22,24,193,,26,24,23,,,3,3,,2,,23,23,18,23,2.84
File,"BitFieldTest.java",1,1,0,3,,1,3,,16,,0,0,16,251,154,109,,,146,,,,4,1,,,1,1,12,9,,,0,16,16,0,16,0,,25,23,72,,120,32,114,,,4,4,,1,,25,25,16,25,0.47
File,"BooleanUtils.java",3,2,0,15,,1,0,,1,,0,0,40,1082,365,218,,,240,,,,12,16,,,3,4,24,9,,,39,40,40,0,40,0,,46,62,671,,127,65,175,,,16,54,,3,,128,167,91,124,1.84
File,"BooleanUtilsTest.java",1,1,0,0,,1,0,,71,,0,0,71,980,793,573,,,362,,,,1,1,,,1,1,11,10,,,0,71,71,0,71,0,,144,159,44,,290,88,274,,,1,1,,0,,71,71,71,71,0.06
File,"Builder.java",0,0,0,0,,1,0,,1,,0,0,1,89,4,0,,,3,,,,0,0,,,0,0,0,0,,,0,0,1,0,1,0,,2,3,83,,2,3,0,,,0,0,,0,,0,0,0,0,20.75
File,"CallableBackgroundInitializer.java",1,1,0,8,,1,0,,4,,0,1,2,126,24,8,,,17,,,,2,1,,,1,1,12,4,,,0,4,4,1,4,1,,6,10,96,,11,9,8,,,2,2,,1,,5,5,4,5,4.00
File,"CallableBackgroundInitializerTest.java",1,1,0,4,,2,1,,5,,0,0,5,99,43,21,,,30,,,,2,1,,,1,1,10,6,,,0,5,5,1,5,0,,9,21,47,,21,19,11,,,2,2,,1,,7,7,5,7,1.09
File,"CharEncoding.java",3,3,0,10,,1,6,,0,,0,0,1,105,21,12,,,16,,,,3,3,,,3,3,20,10,,,1,1,1,0,1,0,,11,11,73,,12,11,5,,,3,3,,1,,3,3,3,3,3.48
File,"CharEncodingTest.java",1,1,0,1,,1,0,,8,,1,1,6,103,59,33,,,44,,,,2,1,,,1,1,7,6,,,0,8,8,0,8,0,,11,14,33,,32,14,30,,,2,2,,1,,11,11,8,11,0.56
File,"CharRange.java",2,1,0,6,,2,1,,15,,0,3,16,356,150,77,,,103,,,,6,4,,,2,2,13,6,,,4,19,19,7,19,0,,28,40,178,,63,37,66,,,6,9,,3,,39,46,24,39,1.19
File,"CharRangeTest.java",1,1,1,0,,1,0,,17,,0,0,17,383,300,253,,,272,,,,5,1,,,1,1,19,17,,,0,17,17,0,17,0,,49,79,34,,249,78,194,,,5,5,,1,,22,22,17,22,0.11
File,"CharSequenceTranslator.java",2,2,0,7,,1,0,,4,,0,0,5,125,51,28,,,40,,,,6,4,,,2,2,18,10,,,1,4,5,0,5,0,,8,17,66,,28,18,22,,,6,6,,2,,11,11,9,11,1.29
File,"CharSequenceUtils.java",2,1,0,11,,1,0,,1,,6,0,2,197,70,38,,,50,,,,6,5,,,2,2,19,8,,,7,8,8,0,8,0,,10,15,117,,29,17,33,,,6,6,,3,,21,22,15,21,1.67
