Kind,Name,AvgCyclomaticModified,AvgEssential,AvgLineBlank,AvgLineComment,CountClassCoupled,CountDeclClass,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,CountLineCode,CountLineCodeExe,CountOutput,CountPathLog,CountStmt,Cyclomatic,CyclomaticStrict,Knots,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MinEssentialKnots,AvgCyclomatic,AvgCyclomaticStrict,AvgLine,AvgLineCode,CountClassBase,CountClassDerived,CountDeclClassMethod,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodProtected,CountInput,CountLineBlank,CountLineCodeDecl,CountLineComment,CountPath,CountSemicolon,CountStmtDecl,CountStmtExe,CyclomaticModified,Essential,MaxCyclomatic,MaxCyclomaticStrict,MaxEssentialKnots,MaxNesting,PercentLackOfCohesion,SumCyclomatic,SumCyclomaticStrict,SumEssential,SumCyclomaticModified,RatioCommentToCode
File,"AbstractCommandLineRunner.java",2,1,1,4,,4,3,,77,,46,19,2,1633,972,613,,,680,,,,18,8,,,2,2,16,11,,,4,79,81,51,81,14,,216,284,445,,466,256,424,,,18,19,,5,,203,218,98,203,0.46
File,"AbstractCompiler.java",1,1,0,0,,2,1,,44,,34,0,10,287,69,8,,,58,,,,1,1,,,1,1,3,2,,,0,7,42,4,44,0,,51,57,167,,52,53,5,,,1,2,,0,,7,8,7,7,2.42
File,"AbstractMessageFormatter.java",1,1,0,0,,2,1,,9,,3,1,5,87,49,17,,,31,,,,2,1,,,1,1,3,3,,,1,10,8,6,10,1,,15,22,23,,20,18,13,,,3,3,,1,,13,13,10,12,0.47
File,"AbstractPeepholeOptimization.java",1,1,0,4,,1,0,,9,,6,0,0,139,53,21,,,37,,,,4,4,,,1,1,9,4,,,1,9,10,1,10,4,,16,19,70,,23,19,18,,,4,7,,3,,12,15,12,12,1.32
File,"AdjacencyGraph.java",0,0,0,0,,1,0,,5,,5,0,0,57,9,0,,,8,,,,0,0,,,0,0,0,0,,,0,0,5,0,5,0,,7,8,41,,7,8,0,,,0,0,,0,,0,0,0,0,4.56
File,"AliasExternals.java",2,1,1,6,,6,3,,27,,4,18,7,781,384,239,,,265,,,,11,4,,,2,3,19,11,,,2,29,29,22,29,0,,102,146,295,,178,137,128,,,11,13,,3,,78,102,36,76,0.77
File,"AliasExternalsTest.java",1,1,0,1,,1,3,,29,,0,2,25,396,282,213,,,93,,,,2,1,,,1,1,10,8,,,0,29,29,2,29,2,,46,46,75,,62,40,53,,,2,2,,1,,30,30,29,30,0.27
File,"AliasKeywords.java",1,1,0,2,,6,7,,33,,6,9,8,461,239,116,,,169,,,,4,3,,,1,1,8,5,,,2,32,35,8,35,12,,58,106,164,,109,94,75,,,4,4,,2,,49,50,36,49,0.69
File,"AliasKeywordsTest.java",1,1,0,1,,1,4,,9,,0,4,8,187,129,86,,,86,,,,2,1,,,1,1,10,8,,,4,13,13,0,13,1,,23,37,35,,68,29,57,,,2,2,,1,,17,17,13,17,0.27
File,"AliasStrings.java",3,1,1,6,,3,2,,12,,5,7,2,473,279,171,,,194,,,,11,8,,,4,5,24,16,,,2,14,14,20,14,0,,59,97,139,,140,92,102,,,17,20,,5,,59,76,26,45,0.50
File,"AliasStringsTest.java",1,1,2,2,,1,2,,16,,0,0,16,324,207,165,,,89,,,,2,1,,,1,1,16,12,,,0,16,16,3,16,0,,61,33,56,,71,28,61,,,2,2,,1,,17,17,16,17,0.27
File,"AllType.java",1,1,0,0,,1,1,,13,,2,0,11,122,57,14,,,31,,,,1,1,,,1,1,3,3,,,0,13,13,0,13,0,,17,30,48,,17,18,13,,,1,1,,0,,13,13,13,13,0.84
