Kind,Name,AvgCyclomaticModified,AvgEssential,AvgLineBlank,AvgLineComment,CountClassCoupled,CountDeclClass,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,CountLineCode,CountLineCodeExe,CountOutput,CountPathLog,CountStmt,Cyclomatic,CyclomaticStrict,Knots,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MinEssentialKnots,AvgCyclomatic,AvgCyclomaticStrict,AvgLine,AvgLineCode,CountClassBase,CountClassDerived,CountDeclClassMethod,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodProtected,CountInput,CountLineBlank,CountLineCodeDecl,CountLineComment,CountPath,CountSemicolon,CountStmtDecl,CountStmtExe,CyclomaticModified,Essential,MaxCyclomatic,MaxCyclomaticStrict,MaxEssentialKnots,MaxNesting,PercentLackOfCohesion,SumCyclomatic,SumCyclomaticStrict,SumEssential,SumCyclomaticModified,RatioCommentToCode
File,"AbstractCommandLineRunner.java",2,1,1,4,,4,3,,62,,40,19,1,1413,840,532,,,594,,,,18,9,,,2,2,16,11,,,8,68,70,38,70,10,,191,243,382,,406,226,368,,,18,19,,5,,175,186,85,175,0.45
File,"AbstractCompiler.java",0,0,0,0,,1,1,,37,,29,0,8,249,48,2,,,46,,,,0,0,,,0,0,0,0,,,0,0,37,0,37,0,,42,47,159,,45,46,0,,,0,0,,0,,0,0,0,0,3.31
File,"AbstractMessageFormatter.java",1,1,0,0,,2,1,,9,,3,1,5,88,49,17,,,31,,,,2,1,,,1,1,3,3,,,1,10,8,6,10,1,,15,22,24,,20,18,13,,,3,3,,1,,13,13,10,12,0.49
File,"AbstractPeepholeOptimization.java",1,1,0,4,,1,0,,7,,3,0,0,101,30,11,,,23,,,,1,1,,,1,1,8,3,,,0,6,7,1,7,4,,12,13,59,,16,13,10,,,1,1,,0,,6,6,6,6,1.97
File,"AdjacencyGraph.java",0,0,0,0,,1,0,,5,,5,0,0,58,9,0,,,8,,,,0,0,,,0,0,0,0,,,0,0,5,0,5,0,,7,8,42,,7,8,0,,,0,0,,0,,0,0,0,0,4.67
File,"AliasExternals.java",2,1,1,6,,6,3,,25,,4,15,8,756,368,229,,,254,,,,11,4,,,2,3,19,11,,,2,27,27,21,27,0,,96,142,292,,170,133,121,,,11,11,,3,,75,98,34,73,0.79
File,"AliasExternalsTest.java",1,1,0,1,,1,3,,29,,0,2,25,394,279,210,,,92,,,,2,1,,,1,1,10,8,,,0,29,29,2,29,2,,46,46,74,,61,40,52,,,2,2,,1,,30,30,29,30,0.27
File,"AliasKeywords.java",1,1,0,2,,5,6,,28,,5,9,7,412,199,93,,,148,,,,4,3,,,1,1,8,5,,,2,27,30,8,30,9,,52,85,161,,95,82,66,,,4,4,,2,,43,43,31,43,0.81
File,"AliasKeywordsTest.java",1,1,0,1,,1,4,,9,,0,4,8,173,118,75,,,79,,,,2,1,,,1,1,9,8,,,4,13,13,0,13,1,,20,37,35,,61,29,50,,,2,2,,1,,17,17,13,17,0.30
File,"AliasStrings.java",3,1,1,6,,3,2,,12,,5,7,2,474,279,171,,,193,,,,11,8,,,4,5,24,16,,,2,14,14,20,14,0,,59,97,140,,139,91,102,,,17,20,,5,,59,76,26,45,0.50
File,"AliasStringsTest.java",1,1,2,2,,1,2,,15,,0,0,15,312,195,155,,,86,,,,2,1,,,1,1,17,12,,,0,15,15,3,15,0,,60,32,57,,69,27,59,,,2,2,,1,,16,16,15,16,0.29
File,"AllTests.java",1,1,4,3,,1,0,,0,,0,0,1,77,28,13,,,26,,,,1,1,,,1,1,22,15,,,1,1,1,0,1,0,,9,14,40,,24,14,12,,,1,1,,0,,1,1,1,1,1.43
File,"AllType.java",1,1,0,0,,1,1,,13,,2,0,11,127,60,16,,,33,,,,2,1,,,1,1,3,3,,,0,13,13,0,13,0,,17,30,50,,18,18,15,,,2,2,,1,,14,15,13,14,0.83
File,"AmbiguateProperties.java",2,1,0,2,,9,4,,34,,6,13,15,633,414,229,,,295,,,,9,5,,,2,2,12,9,,,0,34,34,19,34,0,,71,139,149,,193,145,150,,,9,10,,4,,85,93,45,82,0.36
File,"AmbiguatePropertiesTest.java",1,1,0,1,,2,1,,38,,0,0,36,510,442,354,,,143,,,,2,1,,,1,1,11,11,,,0,38,38,1,38,2,,46,116,87,,102,85,58,,,2,2,,1,,40,40,38,40,0.20
File,"AnalyzeNameReferences.java",1,1,0,1,,3,0,,8,,4,1,3,145,88,44,,,62,,,,5,3,,,1,2,10,8,,,0,8,8,5,8,0,,16,37,41,,44,34,28,,,5,5,,2,,15,16,10,15,0.47
File,"AnalyzePrototypeProperties.java",2,1,0,1,,12,1,,47,,16,8,23,702,439,229,,,286,,,,17,9,,,2,2,10,8,,,0,42,45,32,47,0,,90,167,176,,187,143,143,,,17,24,,6,,91,112,57,90,0.40
File,"Annotatable.java",0,0,0,0,,1,0,,2,,2,0,0,39,5,0,,,4,,,,0,0,,,0,0,0,0,,,0,0,2,0,2,0,,4,4,30,,3,4,0,,,0,0,,0,,0,0,0,0,6.00
File,"Annotation.java",0,0,0,0,,1,0,,0,,0,0,0,26,3,0,,,2,,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,3,2,20,,1,2,0,,,0,0,,0,,0,0,0,0,6.67
File,"Annotation.java",1,1,0,0,,1,1,,2,,0,0,2,116,92,46,,,5,,,,1,1,,,1,1,0,0,,,0,2,0,40,2,0,,5,46,21,,5,5,0,,,1,1,,0,,2,2,2,2,0.23
File,"AnonymousFunctionNamingCallback.java",4,1,1,9,,2,0,,6,,4,1,1,144,62,34,,,46,,,,6,1,,,4,4,27,16,,,0,3,6,1,6,0,,15,27,68,,31,27,19,,,7,7,,4,,14,14,3,13,1.10
File,"AnonymousFunctionNamingPolicy.java",1,1,0,1,,1,0,,4,,1,0,3,61,14,2,,,7,,,,1,1,,,1,1,3,1,,,0,4,2,4,4,0,,8,9,39,,5,5,2,,,1,1,,0,,4,4,4,4,2.79
File,"AntErrorManager.java",2,1,0,0,,1,0,,3,,0,0,2,67,38,15,,,25,,,,3,1,,,2,2,8,8,,,0,3,3,2,3,1,,9,20,20,,19,15,10,,,3,3,,1,,7,7,3,6,0.53
File,"ArrowType.java",2,1,0,2,,1,1,,12,,4,0,8,245,144,79,,,93,,,,9,6,,,2,3,13,10,,,0,12,12,3,12,0,,22,47,79,,59,37,56,,,9,12,,3,,35,41,23,35,0.55
File,"Asserts.java",1,1,0,0,,1,0,,1,,0,1,5,89,36,17,,,22,,,,2,1,,,1,1,5,4,,,5,6,6,0,6,0,,9,15,45,,15,14,8,,,2,2,,0,,7,7,6,7,1.25
File,"AstChangeProxy.java",1,1,1,2,,2,0,,8,,7,1,0,132,62,31,,,47,,,,5,1,,,1,2,11,7,,,0,7,8,1,8,0,,23,22,47,,30,25,22,,,5,10,,2,,12,17,7,12,0.76
File,"AstParallelizer.java",1,1,0,2,,8,1,,13,,0,3,12,238,138,75,,,89,,,,4,1,,,1,1,11,9,,,2,15,15,9,15,0,,30,52,70,,65,46,43,,,4,4,,3,,22,22,15,22,0.51
File,"AstParallelizerTest.java",1,1,0,0,,1,1,,10,,0,2,8,141,91,59,,,61,,,,3,1,,,1,1,9,8,,,0,10,10,0,10,0,,22,33,28,,45,34,27,,,3,3,,1,,13,13,10,13,0.31
File,"BaseJSTypeTestCase.java",1,1,0,1,,1,1,,9,,0,1,1,567,483,384,,,262,,,,1,1,,,1,1,27,25,,,2,11,11,53,11,9,,28,113,72,,250,95,167,,,1,1,,0,,11,11,11,11,0.15
File,"BasicErrorManager.java",2,2,0,0,,3,2,,13,,1,1,10,184,114,61,,,87,,,,14,14,,,2,3,8,8,,,0,11,13,6,13,1,,21,41,49,,52,41,46,,,14,21,,2,,30,37,24,30,0.43
File,"BasicErrorManagerTest.java",1,1,0,0,,1,4,,12,,0,3,9,120,71,38,,,56,,,,1,1,,,1,1,5,4,,,0,12,12,1,12,0,,27,43,22,,43,41,15,,,1,1,,0,,12,12,12,12,0.31
File,"BooleanLiteralSet.java",1,1,0,1,,1,0,,6,,0,1,6,98,35,16,,,22,,,,2,1,,,2,2,5,4,,,1,7,5,4,7,0,,7,11,56,,15,7,15,,,5,5,,1,,16,16,7,10,1.60
File,"BooleanLiteralSetTest.java",1,1,0,0,,1,0,,4,,0,0,4,108,58,42,,,53,,,,1,1,,,1,1,12,12,,,0,4,4,0,4,0,,8,11,42,,48,11,42,,,1,1,,0,,4,4,4,4,0.72
File,"BooleanType.java",1,1,0,0,,1,1,,11,,1,0,10,115,57,18,,,31,,,,3,3,,,1,1,3,3,,,0,11,11,0,11,0,,15,26,43,,17,16,15,,,3,5,,1,,13,15,13,13,0.75
File,"ChainCalls.java",3,3,1,0,,4,0,,8,,2,0,6,195,139,69,,,98,,,,15,15,,,3,3,15,12,,,0,8,8,11,8,0,,26,56,30,,66,50,48,,,15,16,,3,,25,28,24,25,0.22
File,"ChainCallsTest.java",1,1,0,1,,1,0,,8,,0,0,6,115,85,62,,,22,,,,1,1,,,1,1,10,10,,,0,8,8,0,8,2,,10,16,33,,13,12,10,,,1,1,,0,,8,8,8,8,0.39
File,"ChainableReverseAbstractInterpreter.java",1,1,0,1,,7,0,,72,,9,2,55,619,386,193,,,257,,,,8,6,,,1,1,5,4,,,0,71,72,8,72,6,,85,113,148,,156,126,131,,,9,9,,3,,111,116,82,109,0.38
File,"CheckAccessControls.java",3,2,1,5,,1,11,,15,,1,14,5,572,366,248,,,203,,,,15,9,,,4,5,22,15,,,5,20,20,5,20,0,,62,103,144,,127,82,121,,,15,24,,4,,81,111,54,79,0.39
File,"CheckAccessControlsTest.java",1,1,0,2,,1,0,,71,,0,1,68,653,536,374,,,162,,,,1,1,,,1,1,7,7,,,0,71,71,0,71,2,,77,91,192,,90,87,75,,,1,1,,0,,71,71,71,71,0.36
File,"CheckAccidentalSemicolon.java",3,2,1,3,,1,1,,2,,1,0,1,75,36,19,,,23,,,,5,3,,,4,4,16,12,,,0,2,2,1,2,0,,10,12,31,,17,11,12,,,7,8,,3,,8,9,4,6,0.86
File,"CheckAccidentalSemicolonTest.java",1,1,1,0,,1,0,,4,,0,0,3,64,38,25,,,31,,,,2,1,,,1,1,9,8,,,0,4,4,0,4,1,,11,10,17,,26,9,22,,,2,2,,0,,5,5,4,5,0.45
File,"CheckGlobalNames.java",2,1,0,4,,1,2,,7,,2,5,1,175,97,55,,,60,,,,7,3,,,2,3,14,9,,,1,8,8,3,8,0,,20,28,58,,34,29,31,,,7,9,,4,,22,29,10,22,0.60
File,"CheckGlobalNamesTest.java",1,1,0,0,,2,1,,29,,0,0,28,186,130,64,,,70,,,,2,1,,,1,1,4,4,,,0,29,29,1,29,1,,33,39,24,,39,37,33,,,2,2,,1,,30,30,29,30,0.18
File,"CheckGlobalThis.java",4,2,1,5,,1,1,,5,,1,2,2,191,91,55,,,56,,,,10,9,,,4,7,22,15,,,0,5,5,3,5,0,,17,26,83,,34,25,31,,,10,21,,4,,21,36,13,21,0.91
File,"CheckGlobalThisTest.java",1,1,0,0,,1,0,,47,,0,1,45,223,156,57,,,97,,,,1,1,,,1,1,3,3,,,0,47,47,0,47,1,,49,51,29,,49,50,47,,,1,1,,0,,47,47,47,47,0.19
File,"CheckLevel.java",1,1,0,0,,1,0,,3,,1,0,2,33,9,1,,,4,,,,1,1,,,1,1,1,1,,,0,3,1,3,3,0,,2,6,22,,3,3,1,,,1,1,,0,,3,3,3,3,2.44
File,"CheckLevelLegacy.java",1,1,0,0,,1,0,,2,,0,0,2,31,7,0,,,2,,,,1,1,,,1,1,0,0,,,0,2,0,4,2,0,,2,6,22,,1,2,0,,,1,1,,0,,2,2,2,2,3.14
