test_number, cfg_file, cyclomatic_complexity, npath_complexity, path_cplxty_class, path_cplxty_asym, path_cplxty
1,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Blang48/org_apache_commons_lang_ArrayUtils_add_0_basic.dot,6,6,Constant,6.,6.
2,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Blang48/org_apache_commons_lang_ArrayUtils_addAll_0_basic.dot,3,3,Constant,3.,3.
3,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Blang48/org_apache_commons_lang_ArrayUtils_class$_0_basic.dot,2,2,Constant,2.,2.
4,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Blang48/org_apache_commons_lang_ArrayUtils_<clinit>_0_basic.dot,1,1,Constant,1.,1.
5,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Blang48/org_apache_commons_lang_ArrayUtils_clone_0_basic.dot,2,2,Constant,2.,2.
6,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Blang48/org_apache_commons_lang_ArrayUtils_contains_0_basic.dot,2,2,Constant,2.,2.
7,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Blang48/org_apache_commons_lang_ArrayUtils_copyArrayGrow1_0_basic.dot,2,2,Constant,2.,2.
8,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Blang48/org_apache_commons_lang_ArrayUtils_getLength_0_basic.dot,2,2,Constant,2.,2.
9,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Blang48/org_apache_commons_lang_ArrayUtils_hashCode_0_basic.dot,1,1,Constant,1.,1.
10,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Blang48/org_apache_commons_lang_ArrayUtils_indexOf_0_basic.dot,5,7,Polynomial,1.33*n,9.38 + 1.33*n
11,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Blang48/org_apache_commons_lang_ArrayUtils_<init>_0_basic.dot,1,1,Constant,1.,1.
12,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Blang48/org_apache_commons_lang_ArrayUtils_isEmpty_0_basic.dot,3,3,Constant,3.,3.
13,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Blang48/org_apache_commons_lang_ArrayUtils_isEquals_0_basic.dot,1,1,Constant,1.,1.
14,/home/tunghn1/Inf199/PathComplexity/scripts/cfgextractor/outputs/Blang48/org_apache_commons_lang_ArrayUtils_isSameLength_0_basic.dot,10,40,Constant,40.,40.
