Kind,Name,AvgCyclomaticModified,AvgEssential,AvgLineBlank,AvgLineComment,CountClassCoupled,CountDeclClass,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,CountLineCode,CountLineCodeExe,CountOutput,CountPathLog,CountStmt,Cyclomatic,CyclomaticStrict,Knots,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MinEssentialKnots,AvgCyclomatic,AvgCyclomaticStrict,AvgLine,AvgLineCode,CountClassBase,CountClassDerived,CountDeclClassMethod,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodProtected,CountInput,CountLineBlank,CountLineCodeDecl,CountLineComment,CountPath,CountSemicolon,CountStmtDecl,CountStmtExe,CyclomaticModified,Essential,MaxCyclomatic,MaxCyclomaticStrict,MaxEssentialKnots,MaxNesting,PercentLackOfCohesion,SumCyclomatic,SumCyclomaticStrict,SumEssential,SumCyclomaticModified,RatioCommentToCode
Package,"(Unnamed_Package)",1,1,0,0,,3,2,1,15,,0,0,16,189,138,77,,,98,,,,4,4,,,1,1,7,7,,,1,,,7,16,0,,32,63,19,,72,50,48,,,4,4,,2,,25,25,22,25,0.14
File,"AbstractContinuousDistribution.java",2,2,1,9,,2,1,,6,,0,0,2,143,53,26,,,34,,,,5,4,,,2,3,25,15,,,0,3,6,0,6,4,,13,24,77,,25,20,14,,,5,6,,2,,8,9,6,8,1.45
File,"AbstractCurveFitter.java",1,1,1,5,,2,1,,13,,0,0,10,222,81,35,,,62,,,,5,1,,,1,1,11,5,,,0,11,13,4,13,3,,41,34,100,,44,32,30,,,5,6,,4,,16,17,11,16,1.23
File,"AbstractCurveFitterTest.java",1,1,0,0,,2,1,,11,,0,0,12,108,69,26,,,55,,,,2,1,,,1,1,4,4,,,1,12,12,1,12,0,,23,30,16,,37,30,25,,,2,2,,1,,16,16,12,16,0.23
File,"AbstractDifferenceDerivative.java",1,1,0,1,,1,0,,3,,0,1,1,46,16,4,,,12,,,,1,1,,,1,1,4,3,,,0,3,3,1,3,1,,6,8,24,,8,8,4,,,1,1,,0,,3,3,3,3,1.50
File,"AbstractDistribution.java",1,1,0,10,,1,1,,2,,0,0,1,66,18,6,,,11,,,,2,1,,,1,1,15,5,,,0,2,2,0,2,1,,6,9,42,,7,7,4,,,2,2,,1,,3,3,2,3,2.33
File,"AbstractEstimator.java",2,1,1,6,,1,0,,13,,0,0,8,305,131,71,,,115,,,,5,1,,,2,2,16,9,,,0,12,13,10,13,5,,40,56,134,,90,60,55,,,5,5,,3,,24,24,12,24,1.02
File,"AbstractIntegerDistribution.java",2,1,0,12,,1,1,,9,,0,0,6,221,77,44,,,48,,,,7,1,,,2,2,24,11,,,0,6,9,0,9,3,,17,21,129,,31,19,29,,,7,8,,3,,16,17,6,16,1.68
File,"AbstractIntegrator.java",1,1,0,2,,2,2,,17,,0,0,14,225,120,54,,,69,,,,4,3,,,1,1,8,5,,,0,17,17,6,17,3,,36,44,69,,42,38,31,,,4,4,,2,,23,23,19,23,0.57
File,"AbstractMultipleLinearRegression.java",1,1,0,5,,1,0,,14,,0,0,6,201,84,42,,,66,,,,4,1,,,1,1,12,6,,,0,11,14,2,14,8,,19,32,98,,45,34,32,,,4,5,,2,,20,21,11,20,1.17
File,"AbstractRandomGenerator.java",2,1,0,12,,1,1,,11,,0,0,11,255,67,36,,,51,,,,5,4,,,2,2,19,6,,,0,9,11,1,11,0,,15,22,173,,33,23,28,,,5,5,,3,,18,18,12,18,2.58
File,"AbstractRandomGeneratorTest.java",3,1,0,2,,1,0,,5,,0,0,6,150,102,73,,,89,,,,6,1,,,3,3,18,15,,,1,6,6,1,6,0,,15,30,33,,68,37,52,,,6,6,,2,,21,22,6,21,0.32
File,"AbstractRealMatrix.java",2,1,1,2,,6,6,,81,,0,0,72,1244,844,517,,,609,,,,7,7,,,2,2,15,11,,,0,73,81,7,81,9,,195,239,205,,429,251,358,,,7,8,,3,,177,186,79,177,0.24
File,"AbstractStepInterpolator.java",1,1,2,6,,1,0,,22,,0,0,13,412,163,88,,,130,,,,3,1,,,1,1,15,7,,,0,18,22,9,22,9,,77,54,172,,106,46,84,,,3,3,,1,,24,24,18,24,1.06
File,"AbstractStorelessUnivariateStatistic.java",2,1,0,12,,1,1,,10,,0,0,10,180,53,23,,,38,,,,3,3,,,2,2,19,6,,,0,6,10,0,10,0,,14,19,113,,24,18,20,,,3,4,,2,,13,14,8,13,2.13
File,"AbstractUnivariateStatistic.java",3,1,3,11,,1,1,,4,,0,0,3,106,34,15,,,21,,,,6,1,,,3,3,27,13,,,0,2,4,0,4,1,,14,12,58,,13,8,13,,,6,6,,1,,7,7,2,7,1.71
File,"AbstractUnivariateStatisticTest.java",2,1,0,2,,1,0,,3,,0,0,4,90,56,34,,,43,,,,6,1,,,2,2,12,11,,,1,4,4,4,4,0,,8,15,31,,31,17,26,,,6,6,,2,,11,11,4,11,0.55
File,"AdamsBashforthIntegrator.java",5,2,7,10,,1,2,,3,,2,0,3,287,136,91,,,122,,,,15,6,,,5,5,41,24,,,2,5,5,2,5,0,,49,36,102,,95,43,79,,,15,15,,5,,25,25,10,25,0.75
File,"AdamsBashforthIntegratorTest.java",1,1,3,0,,1,0,,7,,0,0,8,224,166,129,,,141,,,,6,1,,,1,1,23,19,,,1,8,8,0,8,0,,42,54,16,,126,51,90,,,6,6,,3,,15,15,8,15,0.10
File,"AdamsBashforthStepInterpolator.java",2,1,1,6,,1,1,,13,,1,3,6,289,115,58,,,108,,,,6,1,,,2,2,15,7,,,0,13,13,6,13,3,,43,42,131,,82,50,58,,,6,6,,3,,26,26,13,26,1.14
File,"AdamsMoultonIntegrator.java",5,2,6,8,,1,2,,4,,1,0,4,296,151,103,,,139,,,,17,6,,,5,5,43,27,,,1,5,5,3,5,0,,49,42,96,,110,51,88,,,17,17,,5,,27,27,10,27,0.64
File,"AdamsMoultonIntegratorTest.java",2,1,3,0,,1,0,,8,,0,0,9,234,176,134,,,151,,,,7,1,,,2,2,21,18,,,1,9,9,0,9,0,,42,56,16,,132,55,96,,,7,7,,3,,19,19,9,19,0.09
File,"AdamsMoultonStepInterpolator.java",2,1,1,7,,1,1,,13,,1,3,6,290,115,58,,,108,,,,6,1,,,2,2,15,7,,,0,13,13,6,13,3,,43,42,132,,82,50,58,,,6,6,,3,,26,26,13,26,1.15
File,"AdaptiveStepsizeIntegrator.java",2,1,2,7,,1,1,,11,,0,0,8,341,161,93,,,104,,,,12,1,,,2,3,24,14,,,0,10,11,7,11,3,,50,53,131,,78,36,68,,,12,13,,2,,29,33,10,29,0.81
File,"Add.java",1,1,0,0,,1,0,,4,,0,0,4,55,24,6,,,17,,,,1,1,,,1,1,3,3,,,0,4,4,2,4,0,,13,13,18,,12,13,4,,,1,1,,0,,4,4,4,4,0.75
File,"AllTests.java",1,1,4,0,,1,0,,0,,0,0,1,33,10,3,,,8,,,,1,1,,,1,1,9,5,,,1,1,1,0,1,0,,7,6,16,,6,6,2,,,1,1,,0,,1,1,1,1,1.60
