Kind,Name,AvgCyclomaticModified,AvgEssential,AvgLineBlank,AvgLineComment,CountClassCoupled,CountDeclClass,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,CountLineCode,CountLineCodeExe,CountOutput,CountPathLog,CountStmt,Cyclomatic,CyclomaticStrict,Knots,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MinEssentialKnots,AvgCyclomatic,AvgCyclomaticStrict,AvgLine,AvgLineCode,CountClassBase,CountClassDerived,CountDeclClassMethod,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodProtected,CountInput,CountLineBlank,CountLineCodeDecl,CountLineComment,CountPath,CountSemicolon,CountStmtDecl,CountStmtExe,CyclomaticModified,Essential,MaxCyclomatic,MaxCyclomaticStrict,MaxEssentialKnots,MaxNesting,PercentLackOfCohesion,SumCyclomatic,SumCyclomaticStrict,SumEssential,SumCyclomaticModified,RatioCommentToCode
Package,"(Unnamed_Package)",1,1,0,0,,3,2,1,15,,0,0,16,189,138,77,,,98,,,,4,4,,,1,1,7,7,,,1,,,7,16,0,,32,63,19,,72,50,48,,,4,4,,2,,25,25,22,25,0.14
File,"AbstractContinuousDistribution.java",2,2,1,9,,2,1,,6,,0,0,2,144,55,27,,,35,,,,5,4,,,2,3,25,15,,,0,3,6,0,6,4,,12,25,77,,26,21,14,,,5,6,,2,,8,9,6,8,1.40
File,"AbstractDifferenceDerivative.java",1,1,0,1,,1,0,,3,,0,1,1,46,16,4,,,12,,,,1,1,,,1,1,4,3,,,0,3,3,1,3,1,,6,8,24,,8,8,4,,,1,1,,0,,3,3,3,3,1.50
File,"AbstractDistribution.java",1,1,0,10,,1,1,,2,,0,0,1,68,20,7,,,12,,,,2,1,,,1,1,16,6,,,0,2,2,0,2,1,,6,10,42,,8,8,4,,,2,2,,1,,3,3,2,3,2.10
File,"AbstractEstimator.java",2,1,1,6,,1,1,,13,,0,0,8,316,136,75,,,119,,,,5,1,,,2,2,16,9,,,0,12,13,10,13,5,,41,60,139,,94,63,56,,,5,5,,3,,24,24,12,24,1.02
File,"AbstractFieldMatrix.java",2,1,1,2,,4,0,,69,,0,0,59,1140,764,444,,,582,,,,7,7,,,2,2,15,11,,,4,65,73,3,73,14,,174,243,202,,411,239,343,,,7,8,,3,,168,177,71,168,0.26
File,"AbstractFormat.java",1,1,0,6,,1,1,,9,,0,0,6,213,84,35,,,56,,,,4,1,,,1,1,11,5,,,4,13,13,2,13,7,,25,36,104,,38,29,27,,,4,5,,2,,18,19,13,18,1.24
File,"AbstractIntegerDistribution.java",2,1,0,12,,1,3,,9,,0,0,6,231,83,46,,,51,,,,7,1,,,2,2,24,11,,,0,6,9,0,9,3,,19,27,131,,34,22,29,,,7,8,,3,,16,17,6,16,1.58
File,"AbstractIntegrator.java",1,1,0,2,,2,0,,24,,0,0,18,276,144,58,,,89,,,,4,3,,,1,1,7,5,,,0,24,24,9,24,6,,44,54,88,,54,47,42,,,4,4,,2,,32,32,26,32,0.61
File,"AbstractLeastSquaresOptimizer.java",1,1,0,3,,1,1,,19,,0,0,14,362,187,91,,,154,,,,5,1,,,1,1,12,8,,,0,18,19,17,19,5,,54,76,121,,119,76,78,,,5,5,,3,,34,34,18,34,0.65
File,"AbstractLinearOptimizer.java",1,1,0,2,,1,1,,7,,0,0,4,118,46,13,,,33,,,,2,1,,,1,1,7,4,,,0,6,7,6,7,3,,23,26,49,,25,21,12,,,2,2,,1,,7,7,6,7,1.07
File,"AbstractListChromosome.java",1,1,0,3,,1,0,,7,,0,0,5,104,31,9,,,22,,,,2,1,,,1,1,7,4,,,0,5,7,1,7,2,,10,15,63,,15,14,8,,,2,2,,1,,6,6,5,6,2.03
File,"AbstractMultipleLinearRegression.java",1,1,0,5,,1,0,,14,,0,0,6,203,86,44,,,65,,,,5,1,,,1,2,11,6,,,0,11,14,2,14,8,,19,35,98,,46,37,28,,,5,8,,2,,20,24,11,20,1.14
File,"AbstractRandomGenerator.java",1,1,0,10,,1,0,,13,,0,0,13,272,79,42,,,60,,,,5,4,,,1,1,17,6,,,0,11,13,1,13,0,,18,26,175,,38,28,32,,,5,5,,3,,21,21,14,21,2.22
