Kind,Name,AvgCyclomaticModified,AvgEssential,AvgLineBlank,AvgLineComment,CountClassCoupled,CountDeclClass,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,CountLineCode,CountLineCodeExe,CountOutput,CountPathLog,CountStmt,Cyclomatic,CyclomaticStrict,Knots,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MinEssentialKnots,AvgCyclomatic,AvgCyclomaticStrict,AvgLine,AvgLineCode,CountClassBase,CountClassDerived,CountDeclClassMethod,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodProtected,CountInput,CountLineBlank,CountLineCodeDecl,CountLineComment,CountPath,CountSemicolon,CountStmtDecl,CountStmtExe,CyclomaticModified,Essential,MaxCyclomatic,MaxCyclomaticStrict,MaxEssentialKnots,MaxNesting,PercentLackOfCohesion,SumCyclomatic,SumCyclomaticStrict,SumEssential,SumCyclomaticModified,RatioCommentToCode
Package,"(Unnamed_Package)",1,1,0,0,,3,2,1,15,,0,0,16,189,138,77,,,98,,,,4,4,,,1,1,7,7,,,1,,,7,16,0,,32,63,19,,72,50,48,,,4,4,,2,,25,25,22,25,0.14
File,"AbstractContinuousDistribution.java",2,1,0,8,,2,1,,11,,0,0,6,231,89,45,,,61,,,,5,4,,,2,2,18,10,,,0,8,11,2,11,5,,20,37,122,,44,34,27,,,5,6,,2,,16,17,11,16,1.37
File,"AbstractDistribution.java",1,1,0,10,,1,1,,2,,0,0,1,69,21,7,,,13,,,,2,1,,,1,1,16,6,,,0,2,2,0,2,1,,6,11,42,,9,9,4,,,2,2,,1,,3,3,2,3,2.00
File,"AbstractEstimator.java",2,1,1,6,,1,1,,13,,0,0,8,317,137,75,,,120,,,,5,1,,,2,2,16,9,,,0,12,13,10,13,5,,41,61,139,,95,64,56,,,5,5,,3,,24,24,12,24,1.01
File,"AbstractFieldMatrix.java",2,1,1,2,,4,0,,69,,0,0,59,1138,762,442,,,583,,,,7,7,,,2,2,15,11,,,4,65,73,3,73,14,,174,243,203,,412,240,343,,,7,8,,3,,168,177,71,168,0.27
File,"AbstractFormat.java",1,1,0,6,,1,1,,9,,0,0,6,214,85,35,,,57,,,,4,1,,,1,1,11,5,,,4,13,13,2,13,7,,25,37,104,,39,30,27,,,4,5,,2,,18,19,13,18,1.22
File,"AbstractIntegerDistribution.java",2,1,0,11,,1,1,,13,,0,1,9,300,112,62,,,74,,,,7,1,,,2,2,20,9,,,0,10,13,1,13,3,,22,33,168,,49,31,43,,,7,8,,3,,24,25,10,24,1.50
File,"AbstractIntegrator.java",1,1,0,2,,2,0,,24,,0,0,18,273,141,54,,,90,,,,4,3,,,1,1,7,4,,,0,24,24,9,24,6,,44,55,88,,55,48,42,,,4,4,,2,,32,32,26,32,0.62
File,"AbstractLeastSquaresOptimizer.java",1,1,0,3,,1,1,,19,,0,0,14,371,188,91,,,155,,,,5,1,,,1,1,12,8,,,0,18,19,17,19,5,,54,77,129,,120,77,78,,,5,5,,3,,34,34,18,34,0.69
File,"AbstractLinearOptimizer.java",1,1,0,2,,1,1,,7,,0,0,4,130,46,13,,,33,,,,2,1,,,1,1,7,4,,,0,6,7,6,7,3,,23,26,61,,25,21,12,,,2,2,,1,,7,7,6,7,1.33
File,"AbstractListChromosome.java",1,1,0,3,,1,0,,7,,0,0,5,104,31,9,,,22,,,,2,1,,,1,1,7,4,,,0,5,7,1,7,2,,10,15,63,,15,14,8,,,2,2,,1,,6,6,5,6,2.03
