Kind,Name,AvgCyclomaticModified,AvgEssential,AvgLineBlank,AvgLineComment,CountClassCoupled,CountDeclClass,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,CountLineCode,CountLineCodeExe,CountOutput,CountPathLog,CountStmt,Cyclomatic,CyclomaticStrict,Knots,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MinEssentialKnots,AvgCyclomatic,AvgCyclomaticStrict,AvgLine,AvgLineCode,CountClassBase,CountClassDerived,CountDeclClassMethod,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodProtected,CountInput,CountLineBlank,CountLineCodeDecl,CountLineComment,CountPath,CountSemicolon,CountStmtDecl,CountStmtExe,CyclomaticModified,Essential,MaxCyclomatic,MaxCyclomaticStrict,MaxEssentialKnots,MaxNesting,PercentLackOfCohesion,SumCyclomatic,SumCyclomaticStrict,SumEssential,SumCyclomaticModified,RatioCommentToCode
File,"AbstractConcurrentInitializerTest.java",2,1,1,4,,2,0,,5,,0,0,4,115,53,24,,,41,,,,4,1,,,2,2,18,12,,,0,4,5,1,5,1,,11,25,51,,28,24,17,,,4,4,,1,,10,10,4,10,0.96
File,"AbstractExceptionContextTest.java",1,1,2,0,,2,2,,9,,0,0,9,184,126,82,,,101,,,,1,1,,,1,1,13,10,,,0,9,9,1,9,0,,39,42,19,,90,33,68,,,1,1,,0,,9,9,9,9,0.15
File,"AggregateTranslator.java",2,2,0,5,,1,0,,2,,0,0,2,60,20,6,,,15,,,,3,3,,,2,2,11,6,,,0,2,2,1,2,0,,7,10,33,,9,10,5,,,3,3,,2,,4,4,4,4,1.65
File,"Ambig.java",0,0,0,0,,1,0,,0,,0,0,0,23,3,0,,,2,,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,1,2,19,,1,2,0,,,0,0,,0,,0,0,0,0,6.33
File,"AnnotationUtils.java",5,4,0,8,,2,2,,3,,0,5,5,371,218,138,,,150,,,,10,10,,,5,5,23,16,,,9,12,12,0,12,2,,18,33,137,,89,38,112,,,10,11,,4,,60,67,50,60,0.63
File,"AnnotationUtilsTest.java",1,1,0,0,,5,0,,60,,46,0,14,508,461,64,,,146,,,,4,4,,,1,1,7,7,,,0,14,58,13,60,0,,27,389,20,,124,103,43,,,4,7,,1,,19,22,17,19,0.04
File,"ArrayUtils.java",2,1,0,15,,1,20,,1,,2,3,218,5826,2066,1258,,,1601,,,,10,9,,,2,3,24,9,,,222,223,223,0,223,0,,245,464,3530,,986,527,1074,,,10,10,,3,,605,728,424,605,1.71
File,"ArrayUtilsAddTest.java",3,1,3,1,,1,0,,13,,0,0,13,612,509,416,,,400,,,,25,1,,,3,3,42,37,,,0,13,13,0,13,0,,60,82,43,,359,65,335,,,25,25,,1,,40,40,13,40,0.08
File,"ArrayUtilsRemoveMultipleTest.java",1,1,0,0,,1,0,,55,,0,0,55,1053,953,756,,,839,,,,1,1,,,1,1,16,16,,,0,55,55,0,55,0,,79,160,21,,783,102,737,,,1,1,,0,,55,55,55,55,0.02
File,"ArrayUtilsRemoveTest.java",2,1,0,0,,1,0,,19,,0,0,19,487,441,353,,,372,,,,4,1,,,2,2,21,21,,,0,19,19,0,19,0,,25,69,21,,325,47,325,,,4,4,,1,,46,46,19,46,0.05
File,"ArrayUtilsTest.java",1,1,2,0,,2,0,,152,,0,2,151,3077,2428,1935,,,1678,,,,4,1,,,1,1,17,14,,,1,153,153,0,153,0,,474,665,175,,1508,502,1176,,,4,4,,1,,169,169,153,169,0.07
File,"AtomicInitializer.java",3,1,2,10,,1,0,,2,,0,0,1,107,17,7,,,12,,,,3,1,,,3,3,22,10,,,0,1,2,1,2,1,,6,8,84,,8,7,5,,,3,3,,2,,3,3,1,3,4.94
File,"AtomicInitializerTest.java",1,1,0,2,,2,0,,2,,0,0,0,39,12,5,,,6,,,,1,1,,,1,1,8,5,,,0,2,2,0,2,2,,1,4,26,,3,4,2,,,1,1,,0,,2,2,2,2,2.17
File,"AtomicSafeInitializer.java",3,1,2,7,,1,0,,2,,0,0,1,97,19,6,,,12,,,,3,1,,,3,3,18,9,,,0,1,2,2,2,1,,7,11,71,,8,8,4,,,3,3,,2,,3,3,1,3,3.74
File,"AtomicSafeInitializerTest.java",1,1,0,2,,2,0,,4,,0,0,2,78,33,8,,,19,,,,1,1,,,1,1,6,4,,,0,4,4,2,4,2,,9,20,36,,13,13,6,,,1,1,,0,,4,4,4,4,1.09
File,"BackgroundInitializer.java",1,1,0,9,,2,0,,15,,0,2,8,335,93,38,,,61,,,,3,1,,,1,1,14,5,,,0,14,15,4,15,5,,26,32,220,,38,28,33,,,3,3,,2,,21,21,14,21,2.37
File,"BackgroundInitializerTest.java",1,1,0,3,,3,0,,20,,0,1,18,304,197,114,,,135,,,,3,1,,,1,1,11,8,,,0,20,20,3,20,1,,23,76,84,,102,58,77,,,3,3,,2,,29,29,20,29,0.43
File,"Bar.java",0,0,0,0,,1,1,,0,,0,0,0,24,4,1,,,3,,,,0,0,,,0,0,0,0,,,0,0,0,0,0,0,,1,3,19,,2,3,0,,,0,0,,0,,0,0,0,0,4.75
File,"BasicThreadFactory.java",1,1,0,7,,2,0,,16,,0,2,14,383,117,54,,,83,,,,5,1,,,1,1,13,5,,,0,16,16,11,16,0,,39,40,227,,57,36,47,,,5,5,,1,,24,24,16,24,1.94
File,"BasicThreadFactoryTest.java",1,1,0,3,,1,1,,18,,0,2,16,302,197,128,,,149,,,,3,1,,,1,1,12,9,,,0,18,18,1,18,0,,23,100,82,,128,79,70,,,3,3,,1,,20,20,18,20,0.42
File,"BitField.java",1,1,0,9,,1,0,,18,,0,0,18,283,68,25,,,47,,,,3,1,,,1,1,13,3,,,0,18,18,2,18,0,,22,24,193,,26,24,23,,,3,3,,2,,23,23,18,23,2.84
File,"BitFieldTest.java",1,1,0,3,,1,3,,15,,0,0,15,261,169,108,,,147,,,,4,1,,,1,1,13,9,,,0,15,15,0,15,0,,25,40,67,,122,34,113,,,4,4,,1,,24,24,15,24,0.40
File,"BooleanUtils.java",3,2,0,15,,1,0,,1,,0,0,40,1082,365,218,,,240,,,,12,16,,,3,4,24,9,,,39,40,40,0,40,0,,46,62,671,,127,65,175,,,16,54,,3,,128,167,91,124,1.84
File,"BooleanUtilsTest.java",1,1,0,0,,1,0,,71,,0,0,71,984,797,573,,,366,,,,1,1,,,1,1,11,10,,,0,71,71,0,71,0,,144,163,44,,294,92,274,,,1,1,,0,,71,71,71,71,0.06
File,"Builder.java",0,0,0,0,,1,0,,1,,1,0,0,89,4,0,,,3,,,,0,0,,,0,0,0,0,,,0,0,1,0,1,0,,2,3,83,,2,3,0,,,0,0,,0,,0,0,0,0,20.75
File,"CallableBackgroundInitializer.java",1,1,0,8,,1,0,,4,,0,1,2,126,24,8,,,17,,,,2,1,,,1,1,12,4,,,0,4,4,1,4,1,,6,10,96,,11,9,8,,,2,2,,1,,5,5,4,5,4.00
File,"CallableBackgroundInitializerTest.java",1,1,0,3,,2,1,,5,,0,0,5,96,41,15,,,27,,,,1,1,,,1,1,8,4,,,0,5,5,1,5,0,,10,27,45,,20,20,7,,,1,1,,0,,5,5,5,5,1.10
File,"CharEncoding.java",3,3,0,10,,1,6,,0,,0,0,1,105,21,12,,,16,,,,3,3,,,3,3,20,10,,,1,1,1,0,1,0,,11,11,73,,12,11,5,,,3,3,,1,,3,3,3,3,3.48
File,"CharEncodingTest.java",1,1,0,1,,1,0,,8,,1,1,6,112,67,33,,,46,,,,2,1,,,1,1,7,6,,,0,8,8,0,8,0,,12,22,33,,34,16,30,,,2,2,,1,,11,11,8,11,0.49
File,"CharRange.java",2,1,0,6,,2,1,,15,,0,3,16,360,154,77,,,103,,,,6,4,,,2,2,13,6,,,4,19,19,7,19,0,,28,44,178,,63,37,66,,,6,9,,3,,39,46,24,39,1.16
File,"CharRangeTest.java",1,1,1,0,,1,0,,16,,0,0,16,402,319,252,,,275,,,,5,1,,,1,1,20,18,,,0,16,16,0,16,0,,49,100,34,,253,82,193,,,5,5,,1,,21,21,16,21,0.11
File,"CharSequenceTranslator.java",2,2,0,7,,1,0,,4,,0,0,5,125,51,28,,,40,,,,6,4,,,2,2,18,10,,,1,4,5,0,5,0,,8,17,66,,28,18,22,,,6,6,,2,,11,11,9,11,1.29
