Kind,Name,AvgCyclomaticModified,AvgEssential,AvgLineBlank,AvgLineComment,CountClassCoupled,CountDeclClass,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,CountLineCode,CountLineCodeExe,CountOutput,CountPathLog,CountStmt,Cyclomatic,CyclomaticStrict,Knots,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MinEssentialKnots,AvgCyclomatic,AvgCyclomaticStrict,AvgLine,AvgLineCode,CountClassBase,CountClassDerived,CountDeclClassMethod,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodProtected,CountInput,CountLineBlank,CountLineCodeDecl,CountLineComment,CountPath,CountSemicolon,CountStmtDecl,CountStmtExe,CyclomaticModified,Essential,MaxCyclomatic,MaxCyclomaticStrict,MaxEssentialKnots,MaxNesting,PercentLackOfCohesion,SumCyclomatic,SumCyclomaticStrict,SumEssential,SumCyclomaticModified,RatioCommentToCode
Package,"(Unnamed_Package)",2,1,0,4,,3,9,2,11,,0,4,23,811,535,420,,,362,,,,25,12,,,3,3,23,17,,,18,,,4,29,2,,71,104,206,,275,101,261,,,25,35,,6,,94,105,49,85,0.39
File,"AbstractMessageFormatTest.java",1,1,0,0,,1,2,,37,,0,1,28,306,225,122,,,147,,,,6,1,,,1,1,5,5,,,0,35,37,1,37,8,,44,85,37,,102,80,67,,,6,7,,2,,50,51,35,50,0.16
File,"AbstractNestableTestCase.java",2,1,2,2,,1,0,,33,,0,4,29,686,415,277,,,299,,,,5,1,,,2,2,28,24,,,0,16,33,0,33,0,,72,109,199,,262,115,184,,,5,5,,3,,38,38,16,38,0.48
File,"AbstractRangeTest.java",1,1,2,0,,2,0,,19,,0,0,17,359,270,205,,,251,,,,1,1,,,1,1,16,14,,,0,17,19,24,19,2,,61,48,28,,232,48,203,,,1,1,,0,,17,17,17,17,0.10
File,"AllLangTestSuite.java",1,1,0,3,,1,0,,1,,0,0,3,71,34,14,,,23,,,,1,1,,,1,1,10,7,,,2,3,3,0,3,0,,6,17,31,,26,17,6,,,1,1,,0,,3,3,3,3,0.91
File,"ArrayUtils.java",2,1,0,14,,1,20,,1,,0,3,172,4417,1584,967,,,1226,,,,9,8,,,2,3,23,8,,,174,175,175,0,175,0,,193,327,2640,,757,373,853,,,9,10,,3,,479,565,337,479,1.67
File,"ArrayUtilsAddTest.java",2,1,3,1,,1,0,,11,,0,0,13,574,478,409,,,392,,,,25,1,,,2,2,40,36,,,2,13,13,0,13,0,,58,57,38,,354,57,335,,,25,25,,1,,37,37,13,37,0.08
File,"ArrayUtilsRemoveTest.java",2,1,0,0,,1,0,,18,,0,0,20,458,412,346,,,364,,,,4,1,,,2,2,20,20,,,2,20,20,0,20,0,,24,46,22,,316,46,318,,,4,4,,1,,47,47,20,47,0.05
File,"ArrayUtilsTest.java",1,1,2,0,,2,0,,129,,0,1,128,2553,2013,1744,,,1464,,,,4,1,,,1,1,18,15,,,2,131,131,0,131,2,,443,391,97,,1316,395,1069,,,4,4,,1,,147,147,131,147,0.05
File,"BitField.java",1,1,0,9,,1,0,,18,,0,0,18,290,68,25,,,47,,,,3,1,,,1,1,13,3,,,0,18,18,2,18,0,,22,24,200,,26,24,23,,,3,3,,2,,23,23,18,23,2.94
