Kind,Name,AvgCyclomaticModified,AvgEssential,AvgLineBlank,AvgLineComment,CountClassCoupled,CountDeclClass,CountDeclClassVariable,CountDeclFile,CountDeclInstanceMethod,CountDeclMethodAll,CountDeclMethodDefault,CountDeclMethodPrivate,CountDeclMethodPublic,CountLine,CountLineCode,CountLineCodeExe,CountOutput,CountPathLog,CountStmt,Cyclomatic,CyclomaticStrict,Knots,MaxCyclomaticModified,MaxEssential,MaxInheritanceTree,MinEssentialKnots,AvgCyclomatic,AvgCyclomaticStrict,AvgLine,AvgLineCode,CountClassBase,CountClassDerived,CountDeclClassMethod,CountDeclExecutableUnit,CountDeclFunction,CountDeclInstanceVariable,CountDeclMethod,CountDeclMethodProtected,CountInput,CountLineBlank,CountLineCodeDecl,CountLineComment,CountPath,CountSemicolon,CountStmtDecl,CountStmtExe,CyclomaticModified,Essential,MaxCyclomatic,MaxCyclomaticStrict,MaxEssentialKnots,MaxNesting,PercentLackOfCohesion,SumCyclomatic,SumCyclomaticStrict,SumEssential,SumCyclomaticModified,RatioCommentToCode
File,"AIOOBExceptionWithAtLeastTest.java",1,1,2,0,,2,0,,4,,3,0,1,34,22,6,,,18,,,,1,1,,,1,1,10,8,,,0,1,4,0,4,0,,7,14,5,,15,13,5,,,1,1,,0,,1,1,1,1,0.23
File,"ASMifiable.java",0,0,0,0,,1,0,,1,,1,0,0,53,5,0,,,4,,,,0,0,,,0,0,0,0,,,0,0,1,0,1,0,,3,4,45,,3,4,0,,,0,0,,0,,0,0,0,0,9.00
File,"ASMifierAbstractVisitor.java",7,1,0,6,,1,0,,5,,2,0,3,222,134,100,,,125,,,,37,1,,,7,7,26,20,,,1,6,6,2,6,1,,11,26,78,,90,32,93,,,37,37,,2,,43,43,6,43,0.58
File,"ASMifierAnnotationVisitor.java",1,1,0,1,,1,0,,6,,0,0,6,127,70,44,,,54,,,,1,1,,,1,1,11,10,,,0,6,6,1,6,0,,10,18,47,,47,12,42,,,1,1,,0,,6,6,6,6,0.67
File,"ASMifierClassVisitor.java",5,1,0,1,,1,3,,11,,1,0,10,575,399,274,,,278,,,,36,1,,,5,6,33,31,,,1,12,12,1,12,1,,23,62,153,,219,38,240,,,36,48,,2,,65,83,12,60,0.38
File,"ASMifierFieldVisitor.java",1,1,0,3,,1,0,,1,,0,0,1,50,9,1,,,5,,,,1,1,,,1,1,6,3,,,0,1,1,0,1,0,,3,5,38,,3,4,1,,,1,1,,0,,1,1,1,1,4.22
File,"ASMifierMethodVisitor.java",1,1,0,0,,1,0,,26,,0,4,22,443,359,242,,,245,,,,6,1,,,2,2,14,13,,,0,26,26,0,26,0,,31,70,53,,203,43,202,,,12,12,,3,,56,56,26,45,0.15
File,"AbstractClassFilterTransformer.java",1,1,0,0,,1,0,,12,,0,0,10,85,56,14,,,31,,,,2,1,,,1,1,4,4,,,0,11,12,2,12,2,,14,30,16,,19,17,14,,,2,2,,0,,12,12,11,12,0.29
File,"AbstractClassGenerator.java",1,1,0,2,,3,2,,21,,0,2,13,244,155,81,,,113,,,,12,5,,,1,1,9,6,,,1,19,22,11,22,7,,27,54,62,,75,54,59,,,12,12,,5,,37,37,23,37,0.40
File,"AbstractClassLoader.java",2,1,1,0,,2,1,,7,,0,0,2,118,80,43,,,53,,,,9,7,,,2,2,10,8,,,0,7,7,2,7,5,,23,27,16,,38,26,27,,,9,9,,2,,15,15,13,15,0.20
File,"AbstractClassTransformer.java",1,1,0,0,,1,0,,2,,0,0,1,30,12,2,,,9,,,,1,1,,,1,1,3,3,,,0,2,2,0,2,1,,3,7,15,,6,7,2,,,1,1,,0,,2,2,2,2,1.25
File,"AbstractInsnNode.java",1,1,0,6,,1,15,,7,,2,0,6,233,51,25,,,45,,,,2,1,,,1,1,10,3,,,2,6,9,4,9,1,,31,34,151,,37,35,10,,,2,2,,1,,7,7,6,7,2.96
File,"AbstractInterceptFieldCallback.java",1,1,0,0,,1,0,,18,,0,0,18,42,21,18,,,38,,,,1,1,,,1,1,1,1,,,0,18,18,0,18,0,,3,20,18,,19,20,18,,,1,1,,0,,18,18,18,18,0.86
File,"AbstractMockitoMethodProxy.java",1,1,0,0,,1,0,,1,,0,0,1,12,6,1,,,4,,,,1,1,,,1,1,3,3,,,0,1,1,0,1,0,,2,3,4,,2,3,1,,,1,1,,0,,1,1,1,1,0.67
File,"AbstractProcessTask.java",2,1,0,0,,1,0,,5,,0,0,2,64,41,19,,,37,,,,3,1,,,2,2,7,7,,,0,4,5,1,5,3,,8,22,15,,29,25,12,,,3,3,,2,,8,8,4,8,0.37
File,"AbstractTransformTask.java",2,1,3,1,,1,2,,12,,0,5,1,266,165,106,,,115,,,,9,1,,,2,2,17,12,,,1,12,13,1,13,7,,59,55,42,,81,52,63,,,9,9,,7,,27,27,12,27,0.25
File,"AbstractVisitor.java",2,1,0,5,,1,2,,3,,1,0,4,202,100,67,,,67,,,,10,1,,,2,3,13,8,,,3,6,6,6,6,1,,14,24,88,,47,24,43,,,10,11,,3,,17,18,6,17,0.88
File,"AccessFieldTransformer.java",1,1,1,0,,2,0,,3,,1,0,2,64,42,23,,,29,,,,2,1,,,1,1,15,14,,,0,2,3,1,3,0,,7,15,15,,24,15,14,,,2,2,,1,,3,3,2,3,0.36
File,"AccessibilityChanger.java",1,1,0,3,,1,0,,2,,0,0,2,32,16,7,,,11,,,,2,1,,,1,1,9,5,,,0,2,2,1,2,0,,5,6,11,,7,6,5,,,2,2,,1,,3,3,2,3,0.69
File,"ActualInvocationHasNullArgumentNPEBugTest.java",2,1,2,4,,2,0,,2,,1,0,1,36,21,7,,,15,,,,2,1,,,2,2,16,10,,,0,1,2,0,2,0,,7,11,8,,11,10,5,,,2,2,,1,,2,2,1,2,0.38
File,"AddDelegateTransformer.java",2,1,0,0,,2,2,,5,,0,1,4,120,86,54,,,67,,,,5,1,,,2,3,17,16,,,0,5,5,4,5,0,,15,25,19,,52,28,39,,,5,5,,4,,14,15,5,14,0.22
File,"AddInitTransformer.java",2,1,0,0,,2,0,,3,,0,0,3,63,37,16,,,27,,,,2,1,,,2,2,10,10,,,0,3,3,1,3,0,,8,16,18,,20,17,10,,,2,4,,1,,6,8,3,6,0.49
File,"AddPropertyTransformer.java",1,1,0,0,,1,0,,3,,0,0,3,48,27,10,,,23,,,,2,1,,,1,1,6,6,,,0,3,3,2,3,0,,6,12,15,,17,13,10,,,2,2,,1,,5,5,3,5,0.56
File,"AddStaticInitTransformer.java",2,1,0,0,,1,0,,2,,0,0,1,50,27,12,,,19,,,,3,1,,,2,3,9,9,,,0,2,2,1,2,1,,5,11,18,,13,11,8,,,3,5,,1,,5,7,2,5,0.67
File,"AdditionalMatchers.java",1,1,0,9,,1,1,,0,,0,1,68,991,222,70,,,152,,,,1,1,,,1,1,12,3,,,69,69,69,0,69,0,,72,83,697,,82,83,69,,,1,1,,0,,69,69,69,69,3.14
File,"AllInvocationsFinder.java",2,1,0,2,,2,0,,3,,0,0,3,52,34,15,,,28,,,,4,1,,,2,2,10,8,,,0,3,3,0,3,0,,7,16,11,,16,19,9,,,4,4,,3,,7,7,3,7,0.32
File,"AllInvocationsFinderTest.java",1,1,1,0,,1,0,,4,,0,1,3,58,41,15,,,33,,,,1,1,,,1,1,6,5,,,0,4,4,3,4,0,,13,23,4,,28,20,13,,,1,1,,0,,4,4,4,4,0.10
File,"Analyzer.java",6,1,1,7,,1,0,,11,,0,3,4,507,351,230,,,259,,,,38,4,,,7,8,38,29,,,0,11,11,9,11,4,,41,100,115,,192,99,160,,,38,47,,7,,78,91,14,68,0.33
File,"AnalyzerException.java",1,1,0,0,,1,0,,3,,0,0,3,56,17,4,,,8,,,,2,1,,,1,1,4,4,,,0,3,3,0,3,0,,4,8,35,,4,5,3,,,2,2,,0,,4,4,3,4,2.06
File,"And.java",2,1,0,0,,1,1,,3,,0,0,3,44,33,12,,,26,,,,3,3,,,2,2,7,7,,,0,3,3,1,3,0,,7,14,4,,18,15,11,,,3,3,,2,,7,7,5,7,0.12
File,"AnnotationEngine.java",0,0,0,0,,1,0,,1,,1,0,0,34,7,0,,,6,,,,0,0,,,0,0,0,0,,,0,0,1,0,1,0,,5,6,22,,5,6,0,,,0,0,,0,,0,0,0,0,3.14
File,"AnnotationNode.java",3,1,0,2,,1,0,,8,,2,0,7,191,99,48,,,67,,,,6,1,,,3,3,12,10,,,1,9,9,2,9,0,,16,32,76,,41,26,41,,,6,6,,3,,29,29,9,29,0.77
File,"AnnotationVisitor.java",0,0,0,0,,1,0,,5,,5,0,0,97,8,0,,,7,,,,0,0,,,0,0,0,0,,,0,0,5,0,5,0,,6,7,83,,6,7,0,,,0,0,,0,,0,0,0,0,10.38
File,"AnnotationVisitorTee.java",1,1,0,0,,1,0,,6,,0,0,7,59,35,16,,,26,,,,3,3,,,1,1,4,4,,,1,7,7,2,7,0,,9,11,15,,16,11,15,,,3,3,,1,,9,9,9,9,0.43
File,"AnnotationWriter.java",5,1,0,3,,1,0,,8,,4,0,5,316,191,124,,,162,,,,26,1,,,5,5,23,20,,,1,9,9,8,9,0,,21,53,106,,118,50,112,,,26,26,,2,,46,46,9,46,0.55
File,"AnnotationsTest.java",1,1,0,0,,5,0,,7,,0,0,7,97,74,22,,,53,,,,2,1,,,1,1,5,5,,,0,7,7,7,7,0,,19,42,4,,40,35,18,,,2,2,,1,,8,8,7,8,0.05
File,"Answer.java",0,0,0,0,,1,0,,1,,1,0,0,39,5,0,,,4,,,,0,0,,,0,0,0,0,,,0,0,1,0,1,0,,2,4,32,,3,4,0,,,0,0,,0,,0,0,0,0,6.40
File,"AnswerReturnValuesAdapter.java",1,1,0,0,,1,1,,2,,0,0,2,27,16,3,,,12,,,,1,1,,,1,1,3,3,,,0,2,2,1,2,0,,6,11,5,,9,10,2,,,1,1,,0,,2,2,2,2,0.31
File,"AnswersValidator.java",3,1,1,0,,1,0,,5,,0,4,1,73,54,26,,,36,,,,5,1,,,3,4,10,9,,,0,5,5,1,5,0,,15,12,4,,18,12,24,,,5,6,,1,,17,20,5,17,0.07
